Value,test,year,month
158000,78724,2016,5
162300,78724,2016,6
166800,78724,2016,7
170000,78724,2016,8
171700,78724,2016,9
173600,78724,2016,10
175000,78724,2016,11
175600,78724,2016,12
176600,78724,2017,1
178000,78724,2017,2
178800,78724,2017,3
178800,78724,2017,4
178600,78724,2017,5
178400,78724,2017,6
178300,78724,2017,7
178800,78724,2017,8
180000,78724,2017,9
181700,78724,2017,10
183800,78724,2017,11
185300,78724,2017,12
186400,78724,2018,1
187900,78724,2018,2
189100,78724,2018,3
189300,78724,2018,4
105600,78725,1996,4
105200,78725,1996,5
104800,78725,1996,6
104500,78725,1996,7
104200,78725,1996,8
104000,78725,1996,9
103800,78725,1996,10
103700,78725,1996,11
103700,78725,1996,12
103700,78725,1997,1
103600,78725,1997,2
103700,78725,1997,3
103800,78725,1997,4
103900,78725,1997,5
104100,78725,1997,6
104300,78725,1997,7
104600,78725,1997,8
104800,78725,1997,9
105000,78725,1997,10
105300,78725,1997,11
105600,78725,1997,12
105800,78725,1998,1
106000,78725,1998,2
106200,78725,1998,3
106400,78725,1998,4
106700,78725,1998,5
107000,78725,1998,6
107300,78725,1998,7
107600,78725,1998,8
107900,78725,1998,9
108200,78725,1998,10
108500,78725,1998,11
108800,78725,1998,12
109100,78725,1999,1
109300,78725,1999,2
109500,78725,1999,3
109700,78725,1999,4
110000,78725,1999,5
110200,78725,1999,6
110400,78725,1999,7
110700,78725,1999,8
110900,78725,1999,9
111100,78725,1999,10
111300,78725,1999,11
111500,78725,1999,12
111600,78725,2000,1
111600,78725,2000,2
111700,78725,2000,3
111800,78725,2000,4
112000,78725,2000,5
112100,78725,2000,6
112200,78725,2000,7
112400,78725,2000,8
112500,78725,2000,9
112700,78725,2000,10
112800,78725,2000,11
113000,78725,2000,12
113200,78725,2001,1
113300,78725,2001,2
113400,78725,2001,3
113600,78725,2001,4
113800,78725,2001,5
114200,78725,2001,6
114500,78725,2001,7
114900,78725,2001,8
115200,78725,2001,9
115500,78725,2001,10
115800,78725,2001,11
116100,78725,2001,12
116300,78725,2002,1
116500,78725,2002,2
116600,78725,2002,3
116800,78725,2002,4
117000,78725,2002,5
117300,78725,2002,6
117500,78725,2002,7
117700,78725,2002,8
117900,78725,2002,9
118100,78725,2002,10
117900,78725,2002,11
117500,78725,2002,12
117200,78725,2003,1
117400,78725,2003,2
117600,78725,2003,3
117900,78725,2003,4
118300,78725,2003,5
118600,78725,2003,6
118700,78725,2003,7
118700,78725,2003,8
118500,78725,2003,9
118100,78725,2003,10
118000,78725,2003,11
118100,78725,2003,12
118500,78725,2004,1
119200,78725,2004,2
120200,78725,2004,3
121300,78725,2004,4
122400,78725,2004,5
123500,78725,2004,6
124500,78725,2004,7
125300,78725,2004,8
125800,78725,2004,9
126200,78725,2004,10
126600,78725,2004,11
127000,78725,2004,12
127600,78725,2005,1
128200,78725,2005,2
128700,78725,2005,3
128900,78725,2005,4
128700,78725,2005,5
128100,78725,2005,6
127400,78725,2005,7
126700,78725,2005,8
126300,78725,2005,9
126200,78725,2005,10
126500,78725,2005,11
126600,78725,2005,12
126400,78725,2006,1
126000,78725,2006,2
125400,78725,2006,3
124800,78725,2006,4
124500,78725,2006,5
124600,78725,2006,6
125100,78725,2006,7
126100,78725,2006,8
127300,78725,2006,9
128500,78725,2006,10
129500,78725,2006,11
130300,78725,2006,12
131000,78725,2007,1
131400,78725,2007,2
131400,78725,2007,3
131000,78725,2007,4
130600,78725,2007,5
130100,78725,2007,6
129500,78725,2007,7
128900,78725,2007,8
128400,78725,2007,9
128200,78725,2007,10
128200,78725,2007,11
128300,78725,2007,12
128300,78725,2008,1
128500,78725,2008,2
128700,78725,2008,3
128800,78725,2008,4
128700,78725,2008,5
128400,78725,2008,6
127900,78725,2008,7
127400,78725,2008,8
126700,78725,2008,9
125900,78725,2008,10
125000,78725,2008,11
124100,78725,2008,12
123300,78725,2009,1
122800,78725,2009,2
122300,78725,2009,3
121800,78725,2009,4
121200,78725,2009,5
121000,78725,2009,6
121300,78725,2009,7
122100,78725,2009,8
123000,78725,2009,9
123700,78725,2009,10
124000,78725,2009,11
124400,78725,2009,12
125000,78725,2010,1
125000,78725,2010,2
124800,78725,2010,3
125100,78725,2010,4
125500,78725,2010,5
125200,78725,2010,6
124800,78725,2010,7
124100,78725,2010,8
123600,78725,2010,9
123500,78725,2010,10
123700,78725,2010,11
123700,78725,2010,12
123300,78725,2011,1
122300,78725,2011,2
121200,78725,2011,3
120500,78725,2011,4
120000,78725,2011,5
119700,78725,2011,6
119700,78725,2011,7
119500,78725,2011,8
118700,78725,2011,9
117500,78725,2011,10
116500,78725,2011,11
115700,78725,2011,12
115000,78725,2012,1
115200,78725,2012,2
115900,78725,2012,3
116300,78725,2012,4
116800,78725,2012,5
117200,78725,2012,6
116900,78725,2012,7
116100,78725,2012,8
115800,78725,2012,9
115800,78725,2012,10
116000,78725,2012,11
116300,78725,2012,12
116600,78725,2013,1
117100,78725,2013,2
117800,78725,2013,3
118200,78725,2013,4
118600,78725,2013,5
119000,78725,2013,6
119700,78725,2013,7
120600,78725,2013,8
121600,78725,2013,9
122200,78725,2013,10
122500,78725,2013,11
123000,78725,2013,12
124100,78725,2014,1
125100,78725,2014,2
125500,78725,2014,3
125700,78725,2014,4
126100,78725,2014,5
126400,78725,2014,6
127200,78725,2014,7
128400,78725,2014,8
129600,78725,2014,9
130900,78725,2014,10
132400,78725,2014,11
133900,78725,2014,12
135100,78725,2015,1
136300,78725,2015,2
137500,78725,2015,3
138700,78725,2015,4
140400,78725,2015,5
142700,78725,2015,6
145200,78725,2015,7
147400,78725,2015,8
149600,78725,2015,9
151100,78725,2015,10
152100,78725,2015,11
153300,78725,2015,12
154500,78725,2016,1
155600,78725,2016,2
157400,78725,2016,3
159900,78725,2016,4
162600,78725,2016,5
165400,78725,2016,6
168000,78725,2016,7
169900,78725,2016,8
170800,78725,2016,9
171500,78725,2016,10
172100,78725,2016,11
172600,78725,2016,12
172900,78725,2017,1
173800,78725,2017,2
174700,78725,2017,3
175700,78725,2017,4
176500,78725,2017,5
176900,78725,2017,6
177100,78725,2017,7
177900,78725,2017,8
179200,78725,2017,9
180900,78725,2017,10
182700,78725,2017,11
183800,78725,2017,12
184400,78725,2018,1
185300,78725,2018,2
186300,78725,2018,3
186800,78725,2018,4
355800,78726,1996,4
356400,78726,1996,5
356900,78726,1996,6
357500,78726,1996,7
358100,78726,1996,8
358500,78726,1996,9
358800,78726,1996,10
358900,78726,1996,11
358800,78726,1996,12
358200,78726,1997,1
357400,78726,1997,2
356500,78726,1997,3
355500,78726,1997,4
354400,78726,1997,5
353300,78726,1997,6
352200,78726,1997,7
351200,78726,1997,8
350100,78726,1997,9
349100,78726,1997,10
348000,78726,1997,11
346900,78726,1997,12
345500,78726,1998,1
343900,78726,1998,2
342200,78726,1998,3
340300,78726,1998,4
338300,78726,1998,5
336100,78726,1998,6
333800,78726,1998,7
331300,78726,1998,8
328800,78726,1998,9
326100,78726,1998,10
323400,78726,1998,11
320600,78726,1998,12
317700,78726,1999,1
314800,78726,1999,2
312000,78726,1999,3
309200,78726,1999,4
306800,78726,1999,5
304600,78726,1999,6
302700,78726,1999,7
301100,78726,1999,8
299700,78726,1999,9
298500,78726,1999,10
297600,78726,1999,11
296900,78726,1999,12
296000,78726,2000,1
295300,78726,2000,2
294700,78726,2000,3
294300,78726,2000,4
294100,78726,2000,5
294000,78726,2000,6
294100,78726,2000,7
294300,78726,2000,8
294600,78726,2000,9
294800,78726,2000,10
295200,78726,2000,11
295600,78726,2000,12
295800,78726,2001,1
295700,78726,2001,2
295500,78726,2001,3
295300,78726,2001,4
295000,78726,2001,5
294800,78726,2001,6
294500,78726,2001,7
294200,78726,2001,8
293800,78726,2001,9
293200,78726,2001,10
292700,78726,2001,11
292100,78726,2001,12
291200,78726,2002,1
290100,78726,2002,2
288800,78726,2002,3
287500,78726,2002,4
286200,78726,2002,5
284900,78726,2002,6
283600,78726,2002,7
282400,78726,2002,8
281300,78726,2002,9
280200,78726,2002,10
278500,78726,2002,11
276600,78726,2002,12
275700,78726,2003,1
276100,78726,2003,2
276500,78726,2003,3
277100,78726,2003,4
277700,78726,2003,5
277900,78726,2003,6
277600,78726,2003,7
277100,78726,2003,8
276700,78726,2003,9
276700,78726,2003,10
277400,78726,2003,11
278800,78726,2003,12
280300,78726,2004,1
281700,78726,2004,2
282900,78726,2004,3
283600,78726,2004,4
284100,78726,2004,5
284800,78726,2004,6
285800,78726,2004,7
286900,78726,2004,8
288000,78726,2004,9
288600,78726,2004,10
288800,78726,2004,11
288700,78726,2004,12
288500,78726,2005,1
288500,78726,2005,2
289200,78726,2005,3
290300,78726,2005,4
291700,78726,2005,5
293100,78726,2005,6
294600,78726,2005,7
296100,78726,2005,8
297800,78726,2005,9
299600,78726,2005,10
301500,78726,2005,11
303400,78726,2005,12
304900,78726,2006,1
306200,78726,2006,2
307400,78726,2006,3
308600,78726,2006,4
309700,78726,2006,5
310800,78726,2006,6
311700,78726,2006,7
312600,78726,2006,8
313400,78726,2006,9
314200,78726,2006,10
315000,78726,2006,11
316000,78726,2006,12
316900,78726,2007,1
317800,78726,2007,2
319000,78726,2007,3
320600,78726,2007,4
322700,78726,2007,5
325100,78726,2007,6
327800,78726,2007,7
330600,78726,2007,8
333200,78726,2007,9
335700,78726,2007,10
338000,78726,2007,11
340100,78726,2007,12
341800,78726,2008,1
342800,78726,2008,2
343100,78726,2008,3
342400,78726,2008,4
341000,78726,2008,5
338800,78726,2008,6
336300,78726,2008,7
333900,78726,2008,8
331600,78726,2008,9
329300,78726,2008,10
327000,78726,2008,11
324700,78726,2008,12
322600,78726,2009,1
320500,78726,2009,2
318500,78726,2009,3
316400,78726,2009,4
314200,78726,2009,5
311900,78726,2009,6
310100,78726,2009,7
308800,78726,2009,8
308100,78726,2009,9
307800,78726,2009,10
307800,78726,2009,11
307700,78726,2009,12
307700,78726,2010,1
307900,78726,2010,2
307900,78726,2010,3
307900,78726,2010,4
307800,78726,2010,5
307700,78726,2010,6
306600,78726,2010,7
304400,78726,2010,8
302400,78726,2010,9
301200,78726,2010,10
300500,78726,2010,11
299900,78726,2010,12
299300,78726,2011,1
298600,78726,2011,2
298700,78726,2011,3
299700,78726,2011,4
301300,78726,2011,5
303300,78726,2011,6
305500,78726,2011,7
307300,78726,2011,8
308600,78726,2011,9
309700,78726,2011,10
310900,78726,2011,11
312200,78726,2011,12
313100,78726,2012,1
314300,78726,2012,2
315800,78726,2012,3
316400,78726,2012,4
316500,78726,2012,5
316700,78726,2012,6
317800,78726,2012,7
319600,78726,2012,8
322100,78726,2012,9
324100,78726,2012,10
325900,78726,2012,11
326600,78726,2012,12
327600,78726,2013,1
328300,78726,2013,2
328700,78726,2013,3
329200,78726,2013,4
330200,78726,2013,5
331300,78726,2013,6
332000,78726,2013,7
334000,78726,2013,8
336700,78726,2013,9
338700,78726,2013,10
340300,78726,2013,11
343400,78726,2013,12
346800,78726,2014,1
350200,78726,2014,2
352600,78726,2014,3
355300,78726,2014,4
360600,78726,2014,5
368000,78726,2014,6
375800,78726,2014,7
383100,78726,2014,8
388600,78726,2014,9
391500,78726,2014,10
392900,78726,2014,11
394700,78726,2014,12
396600,78726,2015,1
398800,78726,2015,2
400500,78726,2015,3
401200,78726,2015,4
401200,78726,2015,5
401100,78726,2015,6
401400,78726,2015,7
402000,78726,2015,8
402600,78726,2015,9
403400,78726,2015,10
405400,78726,2015,11
408200,78726,2015,12
411400,78726,2016,1
413700,78726,2016,2
415700,78726,2016,3
417800,78726,2016,4
418800,78726,2016,5
418400,78726,2016,6
418700,78726,2016,7
420000,78726,2016,8
422200,78726,2016,9
424800,78726,2016,10
426800,78726,2016,11
427300,78726,2016,12
427700,78726,2017,1
428500,78726,2017,2
430400,78726,2017,3
433900,78726,2017,4
437600,78726,2017,5
440100,78726,2017,6
439600,78726,2017,7
437100,78726,2017,8
435300,78726,2017,9
435000,78726,2017,10
434500,78726,2017,11
433900,78726,2017,12
433300,78726,2018,1
434100,78726,2018,2
437200,78726,2018,3
439700,78726,2018,4
150300,78727,1996,4
150200,78727,1996,5
150300,78727,1996,6
150600,78727,1996,7
151000,78727,1996,8
151500,78727,1996,9
152200,78727,1996,10
152900,78727,1996,11
153700,78727,1996,12
154600,78727,1997,1
155700,78727,1997,2
157100,78727,1997,3
158500,78727,1997,4
159900,78727,1997,5
161100,78727,1997,6
162100,78727,1997,7
163000,78727,1997,8
163600,78727,1997,9
164000,78727,1997,10
164100,78727,1997,11
163900,78727,1997,12
163500,78727,1998,1
163000,78727,1998,2
162400,78727,1998,3
161500,78727,1998,4
160400,78727,1998,5
159200,78727,1998,6
157900,78727,1998,7
156700,78727,1998,8
155500,78727,1998,9
154600,78727,1998,10
153800,78727,1998,11
153200,78727,1998,12
152700,78727,1999,1
152600,78727,1999,2
152600,78727,1999,3
152800,78727,1999,4
153100,78727,1999,5
153400,78727,1999,6
153800,78727,1999,7
154100,78727,1999,8
154400,78727,1999,9
154700,78727,1999,10
155100,78727,1999,11
155600,78727,1999,12
156100,78727,2000,1
156800,78727,2000,2
157700,78727,2000,3
158700,78727,2000,4
159800,78727,2000,5
161100,78727,2000,6
162500,78727,2000,7
164000,78727,2000,8
165600,78727,2000,9
167100,78727,2000,10
168600,78727,2000,11
169900,78727,2000,12
171000,78727,2001,1
171800,78727,2001,2
172500,78727,2001,3
173000,78727,2001,4
173300,78727,2001,5
173500,78727,2001,6
173500,78727,2001,7
173400,78727,2001,8
173300,78727,2001,9
173100,78727,2001,10
172900,78727,2001,11
172900,78727,2001,12
172800,78727,2002,1
172900,78727,2002,2
173000,78727,2002,3
173200,78727,2002,4
173400,78727,2002,5
173600,78727,2002,6
173600,78727,2002,7
173700,78727,2002,8
173600,78727,2002,9
173500,78727,2002,10
173200,78727,2002,11
172900,78727,2002,12
172700,78727,2003,1
172600,78727,2003,2
172400,78727,2003,3
172100,78727,2003,4
171600,78727,2003,5
170900,78727,2003,6
170100,78727,2003,7
169300,78727,2003,8
168600,78727,2003,9
168000,78727,2003,10
167700,78727,2003,11
167600,78727,2003,12
167500,78727,2004,1
167500,78727,2004,2
167400,78727,2004,3
167300,78727,2004,4
167500,78727,2004,5
167900,78727,2004,6
168700,78727,2004,7
169600,78727,2004,8
170400,78727,2004,9
171100,78727,2004,10
171700,78727,2004,11
172100,78727,2004,12
172600,78727,2005,1
173100,78727,2005,2
173900,78727,2005,3
174700,78727,2005,4
175600,78727,2005,5
176300,78727,2005,6
176500,78727,2005,7
176200,78727,2005,8
175700,78727,2005,9
175100,78727,2005,10
174600,78727,2005,11
174200,78727,2005,12
174000,78727,2006,1
173900,78727,2006,2
173900,78727,2006,3
173800,78727,2006,4
173900,78727,2006,5
174300,78727,2006,6
175300,78727,2006,7
176800,78727,2006,8
178700,78727,2006,9
180900,78727,2006,10
183200,78727,2006,11
185300,78727,2006,12
187000,78727,2007,1
188400,78727,2007,2
189300,78727,2007,3
189900,78727,2007,4
190300,78727,2007,5
190500,78727,2007,6
191000,78727,2007,7
191600,78727,2007,8
192300,78727,2007,9
193100,78727,2007,10
193900,78727,2007,11
194600,78727,2007,12
194900,78727,2008,1
195100,78727,2008,2
195200,78727,2008,3
195300,78727,2008,4
195400,78727,2008,5
195400,78727,2008,6
195200,78727,2008,7
194700,78727,2008,8
193900,78727,2008,9
193200,78727,2008,10
192500,78727,2008,11
191900,78727,2008,12
191400,78727,2009,1
191100,78727,2009,2
190800,78727,2009,3
190200,78727,2009,4
189600,78727,2009,5
189000,78727,2009,6
188400,78727,2009,7
187800,78727,2009,8
187000,78727,2009,9
186600,78727,2009,10
186500,78727,2009,11
186500,78727,2009,12
186400,78727,2010,1
186700,78727,2010,2
187000,78727,2010,3
187500,78727,2010,4
188400,78727,2010,5
189600,78727,2010,6
190200,78727,2010,7
190300,78727,2010,8
190600,78727,2010,9
191100,78727,2010,10
191100,78727,2010,11
191100,78727,2010,12
191100,78727,2011,1
190500,78727,2011,2
190200,78727,2011,3
190300,78727,2011,4
190100,78727,2011,5
188900,78727,2011,6
187600,78727,2011,7
187200,78727,2011,8
187200,78727,2011,9
187000,78727,2011,10
187000,78727,2011,11
187500,78727,2011,12
188400,78727,2012,1
189300,78727,2012,2
189900,78727,2012,3
189800,78727,2012,4
189700,78727,2012,5
190500,78727,2012,6
192100,78727,2012,7
193600,78727,2012,8
194700,78727,2012,9
195200,78727,2012,10
194900,78727,2012,11
194800,78727,2012,12
195300,78727,2013,1
196000,78727,2013,2
196300,78727,2013,3
197100,78727,2013,4
198300,78727,2013,5
199300,78727,2013,6
200200,78727,2013,7
201500,78727,2013,8
202700,78727,2013,9
204500,78727,2013,10
207000,78727,2013,11
208900,78727,2013,12
209600,78727,2014,1
210100,78727,2014,2
211900,78727,2014,3
214100,78727,2014,4
216000,78727,2014,5
218400,78727,2014,6
222000,78727,2014,7
225700,78727,2014,8
228900,78727,2014,9
230700,78727,2014,10
231200,78727,2014,11
231500,78727,2014,12
233000,78727,2015,1
235500,78727,2015,2
237900,78727,2015,3
240300,78727,2015,4
243700,78727,2015,5
245500,78727,2015,6
244600,78727,2015,7
243800,78727,2015,8
244500,78727,2015,9
245400,78727,2015,10
246700,78727,2015,11
248600,78727,2015,12
249800,78727,2016,1
250700,78727,2016,2
252700,78727,2016,3
255800,78727,2016,4
259900,78727,2016,5
265200,78727,2016,6
270600,78727,2016,7
275400,78727,2016,8
279800,78727,2016,9
284600,78727,2016,10
288700,78727,2016,11
291400,78727,2016,12
294200,78727,2017,1
298000,78727,2017,2
300700,78727,2017,3
302300,78727,2017,4
303100,78727,2017,5
303300,78727,2017,6
303500,78727,2017,7
303800,78727,2017,8
304200,78727,2017,9
305300,78727,2017,10
306900,78727,2017,11
309300,78727,2017,12
311800,78727,2018,1
313400,78727,2018,2
315200,78727,2018,3
316500,78727,2018,4
136600,78728,1996,4
136500,78728,1996,5
136400,78728,1996,6
136300,78728,1996,7
136100,78728,1996,8
136000,78728,1996,9
135900,78728,1996,10
135900,78728,1996,11
135900,78728,1996,12
135900,78728,1997,1
136000,78728,1997,2
136100,78728,1997,3
136200,78728,1997,4
136400,78728,1997,5
136600,78728,1997,6
136900,78728,1997,7
137200,78728,1997,8
137500,78728,1997,9
137800,78728,1997,10
138100,78728,1997,11
138300,78728,1997,12
138500,78728,1998,1
138600,78728,1998,2
138600,78728,1998,3
138600,78728,1998,4
138600,78728,1998,5
138500,78728,1998,6
138400,78728,1998,7
138400,78728,1998,8
138400,78728,1998,9
138400,78728,1998,10
138500,78728,1998,11
138700,78728,1998,12
139000,78728,1999,1
139300,78728,1999,2
139700,78728,1999,3
140300,78728,1999,4
140900,78728,1999,5
141600,78728,1999,6
142400,78728,1999,7
143300,78728,1999,8
144200,78728,1999,9
145100,78728,1999,10
146000,78728,1999,11
146800,78728,1999,12
147700,78728,2000,1
148400,78728,2000,2
149100,78728,2000,3
149800,78728,2000,4
150400,78728,2000,5
151000,78728,2000,6
151600,78728,2000,7
152100,78728,2000,8
152500,78728,2000,9
153000,78728,2000,10
153400,78728,2000,11
153700,78728,2000,12
154000,78728,2001,1
154300,78728,2001,2
154400,78728,2001,3
154600,78728,2001,4
154800,78728,2001,5
155000,78728,2001,6
155200,78728,2001,7
155300,78728,2001,8
155500,78728,2001,9
155700,78728,2001,10
155800,78728,2001,11
156000,78728,2001,12
156100,78728,2002,1
156200,78728,2002,2
156300,78728,2002,3
156400,78728,2002,4
156500,78728,2002,5
156700,78728,2002,6
156800,78728,2002,7
156900,78728,2002,8
157000,78728,2002,9
157100,78728,2002,10
157200,78728,2002,11
157100,78728,2002,12
157000,78728,2003,1
157000,78728,2003,2
156900,78728,2003,3
156600,78728,2003,4
156100,78728,2003,5
155200,78728,2003,6
154200,78728,2003,7
153200,78728,2003,8
152300,78728,2003,9
151700,78728,2003,10
151400,78728,2003,11
151400,78728,2003,12
151700,78728,2004,1
152300,78728,2004,2
153000,78728,2004,3
153700,78728,2004,4
154600,78728,2004,5
155700,78728,2004,6
157000,78728,2004,7
158200,78728,2004,8
159300,78728,2004,9
159900,78728,2004,10
160000,78728,2004,11
159700,78728,2004,12
159200,78728,2005,1
158600,78728,2005,2
158200,78728,2005,3
157800,78728,2005,4
157600,78728,2005,5
157300,78728,2005,6
156900,78728,2005,7
156400,78728,2005,8
155900,78728,2005,9
155400,78728,2005,10
155200,78728,2005,11
155300,78728,2005,12
155500,78728,2006,1
155800,78728,2006,2
156100,78728,2006,3
156300,78728,2006,4
156500,78728,2006,5
156600,78728,2006,6
156900,78728,2006,7
157300,78728,2006,8
157900,78728,2006,9
158700,78728,2006,10
159600,78728,2006,11
160400,78728,2006,12
161100,78728,2007,1
161600,78728,2007,2
162100,78728,2007,3
162700,78728,2007,4
163600,78728,2007,5
164800,78728,2007,6
166200,78728,2007,7
167600,78728,2007,8
169000,78728,2007,9
170500,78728,2007,10
172100,78728,2007,11
173800,78728,2007,12
175300,78728,2008,1
176600,78728,2008,2
177600,78728,2008,3
178300,78728,2008,4
178900,78728,2008,5
179300,78728,2008,6
179400,78728,2008,7
179200,78728,2008,8
178800,78728,2008,9
178500,78728,2008,10
178400,78728,2008,11
178400,78728,2008,12
178300,78728,2009,1
178300,78728,2009,2
178300,78728,2009,3
178100,78728,2009,4
177800,78728,2009,5
177700,78728,2009,6
177800,78728,2009,7
177900,78728,2009,8
177800,78728,2009,9
177700,78728,2009,10
177600,78728,2009,11
177500,78728,2009,12
177900,78728,2010,1
178200,78728,2010,2
178300,78728,2010,3
178600,78728,2010,4
178800,78728,2010,5
178100,78728,2010,6
177000,78728,2010,7
176300,78728,2010,8
176500,78728,2010,9
176800,78728,2010,10
176500,78728,2010,11
175800,78728,2010,12
174800,78728,2011,1
174100,78728,2011,2
174000,78728,2011,3
173900,78728,2011,4
173200,78728,2011,5
172700,78728,2011,6
172700,78728,2011,7
172500,78728,2011,8
171900,78728,2011,9
171300,78728,2011,10
170400,78728,2011,11
169600,78728,2011,12
169400,78728,2012,1
169600,78728,2012,2
169200,78728,2012,3
168700,78728,2012,4
168800,78728,2012,5
169300,78728,2012,6
169900,78728,2012,7
170900,78728,2012,8
172100,78728,2012,9
173000,78728,2012,10
174100,78728,2012,11
175400,78728,2012,12
176700,78728,2013,1
177700,78728,2013,2
178300,78728,2013,3
178700,78728,2013,4
179100,78728,2013,5
179800,78728,2013,6
180600,78728,2013,7
181700,78728,2013,8
182600,78728,2013,9
183500,78728,2013,10
184600,78728,2013,11
185400,78728,2013,12
185300,78728,2014,1
184900,78728,2014,2
185600,78728,2014,3
187400,78728,2014,4
189600,78728,2014,5
192100,78728,2014,6
194800,78728,2014,7
197700,78728,2014,8
200500,78728,2014,9
202900,78728,2014,10
205200,78728,2014,11
207700,78728,2014,12
210400,78728,2015,1
212400,78728,2015,2
213600,78728,2015,3
214800,78728,2015,4
217000,78728,2015,5
218800,78728,2015,6
219300,78728,2015,7
218800,78728,2015,8
219200,78728,2015,9
220000,78728,2015,10
220300,78728,2015,11
220300,78728,2015,12
221200,78728,2016,1
223400,78728,2016,2
226700,78728,2016,3
230000,78728,2016,4
233200,78728,2016,5
236600,78728,2016,6
239500,78728,2016,7
242100,78728,2016,8
243800,78728,2016,9
244700,78728,2016,10
246300,78728,2016,11
249400,78728,2016,12
252100,78728,2017,1
253200,78728,2017,2
253600,78728,2017,3
254500,78728,2017,4
255500,78728,2017,5
256300,78728,2017,6
257100,78728,2017,7
257800,78728,2017,8
258400,78728,2017,9
259300,78728,2017,10
260300,78728,2017,11
260600,78728,2017,12
260700,78728,2018,1
262300,78728,2018,2
265000,78728,2018,3
266500,78728,2018,4
162000,78729,1996,4
162100,78729,1996,5
162100,78729,1996,6
162300,78729,1996,7
162500,78729,1996,8
162700,78729,1996,9
163000,78729,1996,10
163100,78729,1996,11
163300,78729,1996,12
163400,78729,1997,1
163600,78729,1997,2
163900,78729,1997,3
164200,78729,1997,4
164600,78729,1997,5
165100,78729,1997,6
165700,78729,1997,7
166500,78729,1997,8
167300,78729,1997,9
168200,78729,1997,10
169200,78729,1997,11
170200,78729,1997,12
171200,78729,1998,1
172100,78729,1998,2
172900,78729,1998,3
173600,78729,1998,4
174100,78729,1998,5
174400,78729,1998,6
174600,78729,1998,7
174700,78729,1998,8
174500,78729,1998,9
174100,78729,1998,10
173500,78729,1998,11
172600,78729,1998,12
171700,78729,1999,1
170700,78729,1999,2
169800,78729,1999,3
168900,78729,1999,4
168000,78729,1999,5
167400,78729,1999,6
167100,78729,1999,7
166900,78729,1999,8
166800,78729,1999,9
166800,78729,1999,10
166900,78729,1999,11
167000,78729,1999,12
167200,78729,2000,1
167400,78729,2000,2
167600,78729,2000,3
167900,78729,2000,4
168300,78729,2000,5
168800,78729,2000,6
169500,78729,2000,7
170300,78729,2000,8
171200,78729,2000,9
172000,78729,2000,10
172800,78729,2000,11
173500,78729,2000,12
174100,78729,2001,1
174600,78729,2001,2
175100,78729,2001,3
175400,78729,2001,4
175600,78729,2001,5
175900,78729,2001,6
176200,78729,2001,7
176500,78729,2001,8
176800,78729,2001,9
177000,78729,2001,10
177100,78729,2001,11
177000,78729,2001,12
176900,78729,2002,1
176700,78729,2002,2
176600,78729,2002,3
176400,78729,2002,4
176200,78729,2002,5
176100,78729,2002,6
176100,78729,2002,7
176300,78729,2002,8
176500,78729,2002,9
176600,78729,2002,10
176500,78729,2002,11
176400,78729,2002,12
176300,78729,2003,1
176400,78729,2003,2
176400,78729,2003,3
176400,78729,2003,4
176100,78729,2003,5
175200,78729,2003,6
173500,78729,2003,7
171000,78729,2003,8
168400,78729,2003,9
166300,78729,2003,10
164900,78729,2003,11
164200,78729,2003,12
163900,78729,2004,1
163600,78729,2004,2
163200,78729,2004,3
162700,78729,2004,4
162300,78729,2004,5
162100,78729,2004,6
162300,78729,2004,7
162800,78729,2004,8
163600,78729,2004,9
164300,78729,2004,10
164800,78729,2004,11
165100,78729,2004,12
165300,78729,2005,1
165600,78729,2005,2
166200,78729,2005,3
167000,78729,2005,4
167700,78729,2005,5
168200,78729,2005,6
168400,78729,2005,7
168500,78729,2005,8
168700,78729,2005,9
169000,78729,2005,10
169600,78729,2005,11
170300,78729,2005,12
171100,78729,2006,1
172000,78729,2006,2
172900,78729,2006,3
174000,78729,2006,4
175400,78729,2006,5
177300,78729,2006,6
179500,78729,2006,7
181800,78729,2006,8
183900,78729,2006,9
185500,78729,2006,10
186800,78729,2006,11
187700,78729,2006,12
188400,78729,2007,1
188900,78729,2007,2
189000,78729,2007,3
188900,78729,2007,4
188900,78729,2007,5
189300,78729,2007,6
189900,78729,2007,7
190600,78729,2007,8
191200,78729,2007,9
191700,78729,2007,10
191900,78729,2007,11
191900,78729,2007,12
191800,78729,2008,1
191600,78729,2008,2
191200,78729,2008,3
190800,78729,2008,4
190700,78729,2008,5
191000,78729,2008,6
191200,78729,2008,7
191100,78729,2008,8
191000,78729,2008,9
190900,78729,2008,10
190600,78729,2008,11
190400,78729,2008,12
190200,78729,2009,1
190300,78729,2009,2
190100,78729,2009,3
189700,78729,2009,4
189400,78729,2009,5
189500,78729,2009,6
189900,78729,2009,7
190500,78729,2009,8
191200,78729,2009,9
191900,78729,2009,10
192300,78729,2009,11
192500,78729,2009,12
192800,78729,2010,1
192700,78729,2010,2
194100,78729,2010,3
196500,78729,2010,4
198300,78729,2010,5
197400,78729,2010,6
194900,78729,2010,7
192700,78729,2010,8
192000,78729,2010,9
192200,78729,2010,10
192500,78729,2010,11
192600,78729,2010,12
193400,78729,2011,1
194300,78729,2011,2
194000,78729,2011,3
192700,78729,2011,4
191100,78729,2011,5
189500,78729,2011,6
188700,78729,2011,7
188500,78729,2011,8
187700,78729,2011,9
186200,78729,2011,10
