Value,test,year,month
340000,78735,2007,3
340900,78735,2007,4
342000,78735,2007,5
343400,78735,2007,6
345200,78735,2007,7
347100,78735,2007,8
348900,78735,2007,9
350300,78735,2007,10
351200,78735,2007,11
351500,78735,2007,12
351400,78735,2008,1
351200,78735,2008,2
350800,78735,2008,3
350300,78735,2008,4
349400,78735,2008,5
348100,78735,2008,6
346400,78735,2008,7
344600,78735,2008,8
342500,78735,2008,9
340400,78735,2008,10
338400,78735,2008,11
336600,78735,2008,12
335000,78735,2009,1
333500,78735,2009,2
331900,78735,2009,3
330100,78735,2009,4
328300,78735,2009,5
326400,78735,2009,6
324800,78735,2009,7
323700,78735,2009,8
322700,78735,2009,9
322100,78735,2009,10
322100,78735,2009,11
322500,78735,2009,12
323000,78735,2010,1
323300,78735,2010,2
323200,78735,2010,3
323100,78735,2010,4
322900,78735,2010,5
321900,78735,2010,6
320300,78735,2010,7
319200,78735,2010,8
318500,78735,2010,9
318100,78735,2010,10
317900,78735,2010,11
317500,78735,2010,12
316700,78735,2011,1
315400,78735,2011,2
314200,78735,2011,3
313200,78735,2011,4
312900,78735,2011,5
313900,78735,2011,6
316400,78735,2011,7
318400,78735,2011,8
319300,78735,2011,9
319400,78735,2011,10
319800,78735,2011,11
320500,78735,2011,12
321400,78735,2012,1
322900,78735,2012,2
324400,78735,2012,3
325700,78735,2012,4
327200,78735,2012,5
329800,78735,2012,6
332000,78735,2012,7
334600,78735,2012,8
338900,78735,2012,9
343900,78735,2012,10
347600,78735,2012,11
350400,78735,2012,12
353300,78735,2013,1
357400,78735,2013,2
361700,78735,2013,3
365600,78735,2013,4
369400,78735,2013,5
372500,78735,2013,6
375000,78735,2013,7
378100,78735,2013,8
382000,78735,2013,9
385400,78735,2013,10
388000,78735,2013,11
390700,78735,2013,12
392700,78735,2014,1
393200,78735,2014,2
393800,78735,2014,3
396000,78735,2014,4
399000,78735,2014,5
402800,78735,2014,6
407500,78735,2014,7
412400,78735,2014,8
416400,78735,2014,9
419500,78735,2014,10
422100,78735,2014,11
424700,78735,2014,12
426500,78735,2015,1
427300,78735,2015,2
428800,78735,2015,3
431400,78735,2015,4
434000,78735,2015,5
435400,78735,2015,6
435700,78735,2015,7
434200,78735,2015,8
432100,78735,2015,9
430300,78735,2015,10
431000,78735,2015,11
434200,78735,2015,12
438600,78735,2016,1
442300,78735,2016,2
445600,78735,2016,3
449400,78735,2016,4
453300,78735,2016,5
456700,78735,2016,6
459600,78735,2016,7
462200,78735,2016,8
463700,78735,2016,9
464200,78735,2016,10
463300,78735,2016,11
461000,78735,2016,12
459600,78735,2017,1
460300,78735,2017,2
461000,78735,2017,3
460900,78735,2017,4
460800,78735,2017,5
461200,78735,2017,6
461100,78735,2017,7
460400,78735,2017,8
459700,78735,2017,9
460400,78735,2017,10
461400,78735,2017,11
462100,78735,2017,12
462800,78735,2018,1
465500,78735,2018,2
469800,78735,2018,3
473000,78735,2018,4
181100,78736,1996,4
181500,78736,1996,5
182000,78736,1996,6
182500,78736,1996,7
182900,78736,1996,8
183400,78736,1996,9
183800,78736,1996,10
184200,78736,1996,11
184600,78736,1996,12
185000,78736,1997,1
185100,78736,1997,2
185200,78736,1997,3
185100,78736,1997,4
185000,78736,1997,5
184700,78736,1997,6
184400,78736,1997,7
183900,78736,1997,8
183300,78736,1997,9
182700,78736,1997,10
182100,78736,1997,11
181400,78736,1997,12
180700,78736,1998,1
180000,78736,1998,2
179400,78736,1998,3
178700,78736,1998,4
178300,78736,1998,5
178000,78736,1998,6
177800,78736,1998,7
177700,78736,1998,8
177700,78736,1998,9
177900,78736,1998,10
178200,78736,1998,11
178500,78736,1998,12
179000,78736,1999,1
179400,78736,1999,2
179900,78736,1999,3
180300,78736,1999,4
180800,78736,1999,5
181400,78736,1999,6
182000,78736,1999,7
182600,78736,1999,8
183200,78736,1999,9
183800,78736,1999,10
184500,78736,1999,11
185100,78736,1999,12
185700,78736,2000,1
186200,78736,2000,2
186600,78736,2000,3
186900,78736,2000,4
187300,78736,2000,5
187600,78736,2000,6
187900,78736,2000,7
188100,78736,2000,8
188400,78736,2000,9
188500,78736,2000,10
188600,78736,2000,11
188700,78736,2000,12
188700,78736,2001,1
188700,78736,2001,2
188500,78736,2001,3
188300,78736,2001,4
188200,78736,2001,5
188000,78736,2001,6
187800,78736,2001,7
187700,78736,2001,8
187500,78736,2001,9
187300,78736,2001,10
187200,78736,2001,11
187100,78736,2001,12
187000,78736,2002,1
186800,78736,2002,2
186500,78736,2002,3
186200,78736,2002,4
186000,78736,2002,5
185800,78736,2002,6
185600,78736,2002,7
185400,78736,2002,8
185300,78736,2002,9
185100,78736,2002,10
184900,78736,2002,11
184700,78736,2002,12
184800,78736,2003,1
185200,78736,2003,2
185600,78736,2003,3
185800,78736,2003,4
185600,78736,2003,5
185000,78736,2003,6
184100,78736,2003,7
183200,78736,2003,8
182300,78736,2003,9
181700,78736,2003,10
181400,78736,2003,11
181400,78736,2003,12
181900,78736,2004,1
182700,78736,2004,2
183800,78736,2004,3
185000,78736,2004,4
186000,78736,2004,5
186900,78736,2004,6
187500,78736,2004,7
187900,78736,2004,8
188300,78736,2004,9
188700,78736,2004,10
189200,78736,2004,11
189500,78736,2004,12
189800,78736,2005,1
190000,78736,2005,2
190200,78736,2005,3
190700,78736,2005,4
191800,78736,2005,5
193300,78736,2005,6
195100,78736,2005,7
196900,78736,2005,8
198800,78736,2005,9
200400,78736,2005,10
201800,78736,2005,11
202800,78736,2005,12
203500,78736,2006,1
203900,78736,2006,2
204100,78736,2006,3
204200,78736,2006,4
204500,78736,2006,5
205100,78736,2006,6
206100,78736,2006,7
207400,78736,2006,8
209000,78736,2006,9
210700,78736,2006,10
212400,78736,2006,11
214100,78736,2006,12
215800,78736,2007,1
217300,78736,2007,2
218900,78736,2007,3
220600,78736,2007,4
222500,78736,2007,5
224200,78736,2007,6
225400,78736,2007,7
226200,78736,2007,8
226900,78736,2007,9
227300,78736,2007,10
227500,78736,2007,11
227300,78736,2007,12
226900,78736,2008,1
226400,78736,2008,2
225800,78736,2008,3
224900,78736,2008,4
223900,78736,2008,5
222500,78736,2008,6
221100,78736,2008,7
220300,78736,2008,8
219900,78736,2008,9
219700,78736,2008,10
219500,78736,2008,11
219400,78736,2008,12
219300,78736,2009,1
219300,78736,2009,2
219200,78736,2009,3
219000,78736,2009,4
218600,78736,2009,5
218300,78736,2009,6
218000,78736,2009,7
218000,78736,2009,8
218500,78736,2009,9
219300,78736,2009,10
219900,78736,2009,11
220200,78736,2009,12
221100,78736,2010,1
221800,78736,2010,2
221700,78736,2010,3
220400,78736,2010,4
217900,78736,2010,5
216200,78736,2010,6
217000,78736,2010,7
217200,78736,2010,8
215500,78736,2010,9
213800,78736,2010,10
212800,78736,2010,11
211500,78736,2010,12
209700,78736,2011,1
207700,78736,2011,2
206800,78736,2011,3
206800,78736,2011,4
207400,78736,2011,5
207500,78736,2011,6
205600,78736,2011,7
202300,78736,2011,8
200200,78736,2011,9
198900,78736,2011,10
198100,78736,2011,11
198700,78736,2011,12
200500,78736,2012,1
202700,78736,2012,2
205300,78736,2012,3
207900,78736,2012,4
210300,78736,2012,5
212200,78736,2012,6
215200,78736,2012,7
219900,78736,2012,8
224300,78736,2012,9
227000,78736,2012,10
229100,78736,2012,11
230300,78736,2012,12
230100,78736,2013,1
230100,78736,2013,2
229700,78736,2013,3
229500,78736,2013,4
230200,78736,2013,5
231400,78736,2013,6
231700,78736,2013,7
231600,78736,2013,8
230900,78736,2013,9
230100,78736,2013,10
230200,78736,2013,11
231000,78736,2013,12
232500,78736,2014,1
234800,78736,2014,2
237000,78736,2014,3
239800,78736,2014,4
243400,78736,2014,5
246700,78736,2014,6
250300,78736,2014,7
255600,78736,2014,8
261000,78736,2014,9
264900,78736,2014,10
267400,78736,2014,11
269200,78736,2014,12
270300,78736,2015,1
271200,78736,2015,2
271400,78736,2015,3
271000,78736,2015,4
271800,78736,2015,5
274400,78736,2015,6
276800,78736,2015,7
278100,78736,2015,8
279300,78736,2015,9
280800,78736,2015,10
282200,78736,2015,11
284400,78736,2015,12
286800,78736,2016,1
289000,78736,2016,2
291400,78736,2016,3
295900,78736,2016,4
300300,78736,2016,5
303100,78736,2016,6
305500,78736,2016,7
309100,78736,2016,8
313600,78736,2016,9
319300,78736,2016,10
325600,78736,2016,11
331800,78736,2016,12
336200,78736,2017,1
337200,78736,2017,2
335800,78736,2017,3
334700,78736,2017,4
334600,78736,2017,5
335100,78736,2017,6
333300,78736,2017,7
330100,78736,2017,8
329400,78736,2017,9
330400,78736,2017,10
329800,78736,2017,11
328100,78736,2017,12
328400,78736,2018,1
332600,78736,2018,2
339800,78736,2018,3
344900,78736,2018,4
241400,78737,1996,4
242300,78737,1996,5
243300,78737,1996,6
244100,78737,1996,7
244900,78737,1996,8
245700,78737,1996,9
246300,78737,1996,10
246900,78737,1996,11
247400,78737,1996,12
248000,78737,1997,1
248400,78737,1997,2
248500,78737,1997,3
248500,78737,1997,4
248300,78737,1997,5
248100,78737,1997,6
247800,78737,1997,7
247600,78737,1997,8
247400,78737,1997,9
247200,78737,1997,10
247100,78737,1997,11
247100,78737,1997,12
247400,78737,1998,1
247700,78737,1998,2
247800,78737,1998,3
248100,78737,1998,4
248300,78737,1998,5
248700,78737,1998,6
249100,78737,1998,7
249800,78737,1998,8
250500,78737,1998,9
251400,78737,1998,10
252300,78737,1998,11
253500,78737,1998,12
254800,78737,1999,1
256000,78737,1999,2
257000,78737,1999,3
258000,78737,1999,4
258900,78737,1999,5
259900,78737,1999,6
260900,78737,1999,7
262000,78737,1999,8
263100,78737,1999,9
264200,78737,1999,10
265300,78737,1999,11
266200,78737,1999,12
267200,78737,2000,1
268000,78737,2000,2
268300,78737,2000,3
268400,78737,2000,4
268300,78737,2000,5
268200,78737,2000,6
268200,78737,2000,7
268100,78737,2000,8
268200,78737,2000,9
268400,78737,2000,10
268600,78737,2000,11
268900,78737,2000,12
269400,78737,2001,1
269800,78737,2001,2
270000,78737,2001,3
269900,78737,2001,4
269800,78737,2001,5
269600,78737,2001,6
269500,78737,2001,7
269400,78737,2001,8
269400,78737,2001,9
269700,78737,2001,10
269900,78737,2001,11
270300,78737,2001,12
270800,78737,2002,1
271400,78737,2002,2
271700,78737,2002,3
271900,78737,2002,4
271800,78737,2002,5
271800,78737,2002,6
271600,78737,2002,7
271400,78737,2002,8
271200,78737,2002,9
271000,78737,2002,10
271000,78737,2002,11
270500,78737,2002,12
268900,78737,2003,1
266700,78737,2003,2
265200,78737,2003,3
264400,78737,2003,4
264100,78737,2003,5
264200,78737,2003,6
264600,78737,2003,7
265100,78737,2003,8
265800,78737,2003,9
266800,78737,2003,10
268100,78737,2003,11
269800,78737,2003,12
271900,78737,2004,1
274500,78737,2004,2
277400,78737,2004,3
280200,78737,2004,4
283100,78737,2004,5
286100,78737,2004,6
289400,78737,2004,7
292900,78737,2004,8
296100,78737,2004,9
298500,78737,2004,10
300200,78737,2004,11
301300,78737,2004,12
302400,78737,2005,1
303600,78737,2005,2
304900,78737,2005,3
306100,78737,2005,4
307200,78737,2005,5
308000,78737,2005,6
308300,78737,2005,7
308200,78737,2005,8
307800,78737,2005,9
307300,78737,2005,10
307100,78737,2005,11
307300,78737,2005,12
308000,78737,2006,1
309600,78737,2006,2
311800,78737,2006,3
314500,78737,2006,4
317700,78737,2006,5
320700,78737,2006,6
323000,78737,2006,7
324900,78737,2006,8
326400,78737,2006,9
327800,78737,2006,10
329200,78737,2006,11
330600,78737,2006,12
331800,78737,2007,1
332600,78737,2007,2
332300,78737,2007,3
331100,78737,2007,4
330000,78737,2007,5
329500,78737,2007,6
329600,78737,2007,7
330200,78737,2007,8
331400,78737,2007,9
332700,78737,2007,10
334100,78737,2007,11
335100,78737,2007,12
336100,78737,2008,1
337300,78737,2008,2
338000,78737,2008,3
338100,78737,2008,4
338200,78737,2008,5
338200,78737,2008,6
336700,78737,2008,7
333700,78737,2008,8
330300,78737,2008,9
327200,78737,2008,10
324100,78737,2008,11
320700,78737,2008,12
317400,78737,2009,1
314500,78737,2009,2
311200,78737,2009,3
307200,78737,2009,4
303400,78737,2009,5
300000,78737,2009,6
297400,78737,2009,7
295700,78737,2009,8
294700,78737,2009,9
294500,78737,2009,10
294900,78737,2009,11
296200,78737,2009,12
297300,78737,2010,1
297100,78737,2010,2
298600,78737,2010,3
301600,78737,2010,4
301800,78737,2010,5
299400,78737,2010,6
298500,78737,2010,7
298800,78737,2010,8
299300,78737,2010,9
299500,78737,2010,10
299600,78737,2010,11
300100,78737,2010,12
300800,78737,2011,1
300000,78737,2011,2
297800,78737,2011,3
295800,78737,2011,4
295900,78737,2011,5
297600,78737,2011,6
299300,78737,2011,7
300000,78737,2011,8
300600,78737,2011,9
301300,78737,2011,10
301700,78737,2011,11
301500,78737,2011,12
301400,78737,2012,1
302600,78737,2012,2
304200,78737,2012,3
306300,78737,2012,4
308700,78737,2012,5
310300,78737,2012,6
310400,78737,2012,7
310600,78737,2012,8
310700,78737,2012,9
310900,78737,2012,10
311500,78737,2012,11
312200,78737,2012,12
313100,78737,2013,1
314400,78737,2013,2
314800,78737,2013,3
313900,78737,2013,4
313700,78737,2013,5
315500,78737,2013,6
318600,78737,2013,7
322300,78737,2013,8
326200,78737,2013,9
329500,78737,2013,10
331700,78737,2013,11
333100,78737,2013,12
334000,78737,2014,1
335700,78737,2014,2
339700,78737,2014,3
345100,78737,2014,4
350400,78737,2014,5
353500,78737,2014,6
355100,78737,2014,7
356400,78737,2014,8
357200,78737,2014,9
357400,78737,2014,10
358800,78737,2014,11
360100,78737,2014,12
361100,78737,2015,1
362800,78737,2015,2
364700,78737,2015,3
366200,78737,2015,4
368100,78737,2015,5
371000,78737,2015,6
374500,78737,2015,7
377900,78737,2015,8
380600,78737,2015,9
382400,78737,2015,10
383500,78737,2015,11
385000,78737,2015,12
387300,78737,2016,1
389600,78737,2016,2
390600,78737,2016,3
390700,78737,2016,4
391100,78737,2016,5
394500,78737,2016,6
399700,78737,2016,7
403600,78737,2016,8
405400,78737,2016,9
406900,78737,2016,10
408600,78737,2016,11
411400,78737,2016,12
415200,78737,2017,1
417700,78737,2017,2
417900,78737,2017,3
419300,78737,2017,4
421900,78737,2017,5
422700,78737,2017,6
421400,78737,2017,7
421700,78737,2017,8
424500,78737,2017,9
428300,78737,2017,10
431500,78737,2017,11
433000,78737,2017,12
433700,78737,2018,1
436300,78737,2018,2
441500,78737,2018,3
444500,78737,2018,4
331800,78738,1996,4
329300,78738,1996,5
326600,78738,1996,6
323900,78738,1996,7
321200,78738,1996,8
318600,78738,1996,9
316300,78738,1996,10
314300,78738,1996,11
312500,78738,1996,12
311300,78738,1997,1
310600,78738,1997,2
310200,78738,1997,3
310300,78738,1997,4
310800,78738,1997,5
311900,78738,1997,6
313400,78738,1997,7
315300,78738,1997,8
317600,78738,1997,9
320200,78738,1997,10
323000,78738,1997,11
325900,78738,1997,12
328600,78738,1998,1
331200,78738,1998,2
333300,78738,1998,3
335200,78738,1998,4
336700,78738,1998,5
338000,78738,1998,6
339100,78738,1998,7
339900,78738,1998,8
340700,78738,1998,9
341200,78738,1998,10
341600,78738,1998,11
341900,78738,1998,12
342100,78738,1999,1
342400,78738,1999,2
342800,78738,1999,3
343400,78738,1999,4
344300,78738,1999,5
345600,78738,1999,6
347100,78738,1999,7
348900,78738,1999,8
350800,78738,1999,9
352700,78738,1999,10
354500,78738,1999,11
356100,78738,1999,12
357400,78738,2000,1
358400,78738,2000,2
359000,78738,2000,3
359300,78738,2000,4
359400,78738,2000,5
359600,78738,2000,6
359900,78738,2000,7
360500,78738,2000,8
361400,78738,2000,9
362500,78738,2000,10
363700,78738,2000,11
365000,78738,2000,12
366300,78738,2001,1
367600,78738,2001,2
368600,78738,2001,3
369300,78738,2001,4
369600,78738,2001,5
369600,78738,2001,6
369200,78738,2001,7
368500,78738,2001,8
367400,78738,2001,9
365900,78738,2001,10
364000,78738,2001,11
361500,78738,2001,12
358800,78738,2002,1
355900,78738,2002,2
352900,78738,2002,3
349700,78738,2002,4
346900,78738,2002,5
344700,78738,2002,6
343300,78738,2002,7
342600,78738,2002,8
342700,78738,2002,9
343400,78738,2002,10
345100,78738,2002,11
347400,78738,2002,12
349600,78738,2003,1
351100,78738,2003,2
352500,78738,2003,3
353700,78738,2003,4
354600,78738,2003,5
355600,78738,2003,6
356900,78738,2003,7
358300,78738,2003,8
359600,78738,2003,9
360900,78738,2003,10
362300,78738,2003,11
364200,78738,2003,12
367100,78738,2004,1
371700,78738,2004,2
377800,78738,2004,3
385300,78738,2004,4
392900,78738,2004,5
399800,78738,2004,6
405500,78738,2004,7
409900,78738,2004,8
413200,78738,2004,9
415700,78738,2004,10
417300,78738,2004,11
418000,78738,2004,12
418300,78738,2005,1
418400,78738,2005,2
418800,78738,2005,3
419900,78738,2005,4
421800,78738,2005,5
424300,78738,2005,6
427000,78738,2005,7
429400,78738,2005,8
431900,78738,2005,9
434600,78738,2005,10
437600,78738,2005,11
441000,78738,2005,12
444600,78738,2006,1
447900,78738,2006,2
450800,78738,2006,3
453200,78738,2006,4
454900,78738,2006,5
456100,78738,2006,6
457000,78738,2006,7
457700,78738,2006,8
458800,78738,2006,9
460600,78738,2006,10
463300,78738,2006,11
467000,78738,2006,12
471100,78738,2007,1
475000,78738,2007,2
478800,78738,2007,3
482300,78738,2007,4
485400,78738,2007,5
488400,78738,2007,6
491300,78738,2007,7
493700,78738,2007,8
495500,78738,2007,9
496400,78738,2007,10
495700,78738,2007,11
493200,78738,2007,12
489200,78738,2008,1
484500,78738,2008,2
479600,78738,2008,3
474600,78738,2008,4
469800,78738,2008,5
465600,78738,2008,6
462000,78738,2008,7
458300,78738,2008,8
454800,78738,2008,9
451600,78738,2008,10
448500,78738,2008,11
445500,78738,2008,12
442400,78738,2009,1
439300,78738,2009,2
436200,78738,2009,3
432900,78738,2009,4
429400,78738,2009,5
426000,78738,2009,6
423000,78738,2009,7
420100,78738,2009,8
417500,78738,2009,9
415600,78738,2009,10
414400,78738,2009,11
413500,78738,2009,12
414000,78738,2010,1
414700,78738,2010,2
413300,78738,2010,3
410900,78738,2010,4
407700,78738,2010,5
403300,78738,2010,6
400600,78738,2010,7
400300,78738,2010,8
400100,78738,2010,9
400100,78738,2010,10
400600,78738,2010,11
400900,78738,2010,12
399700,78738,2011,1
397600,78738,2011,2
396300,78738,2011,3
396300,78738,2011,4
397300,78738,2011,5
398400,78738,2011,6
399200,78738,2011,7
399700,78738,2011,8
400600,78738,2011,9
400700,78738,2011,10
399700,78738,2011,11
398500,78738,2011,12
398100,78738,2012,1
399400,78738,2012,2
401300,78738,2012,3
403100,78738,2012,4
406300,78738,2012,5
410700,78738,2012,6
413600,78738,2012,7
415100,78738,2012,8
416800,78738,2012,9
418000,78738,2012,10
419400,78738,2012,11
421500,78738,2012,12
423900,78738,2013,1
426200,78738,2013,2
429000,78738,2013,3
431200,78738,2013,4
432400,78738,2013,5
434300,78738,2013,6
436700,78738,2013,7
438800,78738,2013,8
440800,78738,2013,9
443000,78738,2013,10
444700,78738,2013,11
447100,78738,2013,12
449800,78738,2014,1
451300,78738,2014,2
452300,78738,2014,3
454100,78738,2014,4
456700,78738,2014,5
458500,78738,2014,6
459700,78738,2014,7
461000,78738,2014,8
462600,78738,2014,9
464000,78738,2014,10
465600,78738,2014,11
467000,78738,2014,12
468100,78738,2015,1
468500,78738,2015,2
468500,78738,2015,3
468600,78738,2015,4
469300,78738,2015,5
470200,78738,2015,6
471300,78738,2015,7
472500,78738,2015,8
472900,78738,2015,9
472500,78738,2015,10
472400,78738,2015,11
473100,78738,2015,12
474100,78738,2016,1
474500,78738,2016,2
474100,78738,2016,3
474500,78738,2016,4
475700,78738,2016,5
476600,78738,2016,6
477300,78738,2016,7
477400,78738,2016,8
477200,78738,2016,9
477900,78738,2016,10
478300,78738,2016,11
477900,78738,2016,12
478100,78738,2017,1
478400,78738,2017,2
478100,78738,2017,3
478900,78738,2017,4
480500,78738,2017,5
481200,78738,2017,6
481200,78738,2017,7
481300,78738,2017,8
481600,78738,2017,9
482300,78738,2017,10
483600,78738,2017,11
484400,78738,2017,12
483400,78738,2018,1
487200,78738,2018,2
496300,78738,2018,3
502400,78738,2018,4
375200,78739,1996,4
370800,78739,1996,5
366800,78739,1996,6
363300,78739,1996,7
360200,78739,1996,8
357800,78739,1996,9
355700,78739,1996,10
354200,78739,1996,11
352900,78739,1996,12
352000,78739,1997,1
352000,78739,1997,2
353000,78739,1997,3
354600,78739,1997,4
356600,78739,1997,5
358800,78739,1997,6
360800,78739,1997,7
362500,78739,1997,8
363600,78739,1997,9
364000,78739,1997,10
363900,78739,1997,11
362800,78739,1997,12
360800,78739,1998,1
358700,78739,1998,2
356400,78739,1998,3
353800,78739,1998,4
351300,78739,1998,5
348800,78739,1998,6
346600,78739,1998,7
344700,78739,1998,8
343100,78739,1998,9
341700,78739,1998,10
340900,78739,1998,11
340100,78739,1998,12
339500,78739,1999,1
339300,78739,1999,2
339300,78739,1999,3
338500,78739,1999,4
336800,78739,1999,5
334000,78739,1999,6
330200,78739,1999,7
325500,78739,1999,8
320400,78739,1999,9
315300,78739,1999,10
310500,78739,1999,11
305800,78739,1999,12
301500,78739,2000,1
298000,78739,2000,2
295200,78739,2000,3
292800,78739,2000,4
291000,78739,2000,5
289900,78739,2000,6
289300,78739,2000,7
289300,78739,2000,8
289700,78739,2000,9
290500,78739,2000,10
291500,78739,2000,11
292600,78739,2000,12
293800,78739,2001,1
295000,78739,2001,2
296200,78739,2001,3
297500,78739,2001,4
298700,78739,2001,5
299800,78739,2001,6
300900,78739,2001,7
301900,78739,2001,8
302800,78739,2001,9
303600,78739,2001,10
304200,78739,2001,11
304700,78739,2001,12
305000,78739,2002,1
304900,78739,2002,2
304600,78739,2002,3
304200,78739,2002,4
303700,78739,2002,5
303300,78739,2002,6
302900,78739,2002,7
302600,78739,2002,8
302400,78739,2002,9
302100,78739,2002,10
301600,78739,2002,11
300700,78739,2002,12
300000,78739,2003,1
299800,78739,2003,2
300100,78739,2003,3
300700,78739,2003,4
301500,78739,2003,5
302000,78739,2003,6
302200,78739,2003,7
301900,78739,2003,8
301300,78739,2003,9
300400,78739,2003,10
299600,78739,2003,11
298900,78739,2003,12
298500,78739,2004,1
298200,78739,2004,2
298200,78739,2004,3
298300,78739,2004,4
298600,78739,2004,5
299200,78739,2004,6
300100,78739,2004,7
301200,78739,2004,8
302400,78739,2004,9
303300,78739,2004,10
303900,78739,2004,11
304200,78739,2004,12
304400,78739,2005,1
304300,78739,2005,2
304200,78739,2005,3
304000,78739,2005,4
303700,78739,2005,5
303400,78739,2005,6
303000,78739,2005,7
303000,78739,2005,8
303400,78739,2005,9
304300,78739,2005,10
305700,78739,2005,11
307500,78739,2005,12
309300,78739,2006,1
310800,78739,2006,2
312200,78739,2006,3
313200,78739,2006,4
313800,78739,2006,5
314100,78739,2006,6
314100,78739,2006,7
314100,78739,2006,8
314000,78739,2006,9
313900,78739,2006,10
313800,78739,2006,11
313900,78739,2006,12
314200,78739,2007,1
314500,78739,2007,2
314800,78739,2007,3
315500,78739,2007,4
316600,78739,2007,5
318100,78739,2007,6
320200,78739,2007,7
322800,78739,2007,8
325300,78739,2007,9
327500,78739,2007,10
329200,78739,2007,11
330300,78739,2007,12
331100,78739,2008,1
331500,78739,2008,2
331500,78739,2008,3
331100,78739,2008,4
330500,78739,2008,5
329600,78739,2008,6
328700,78739,2008,7
327700,78739,2008,8
326700,78739,2008,9
325500,78739,2008,10
324100,78739,2008,11
322600,78739,2008,12
321400,78739,2009,1
320400,78739,2009,2
319500,78739,2009,3
318500,78739,2009,4
317300,78739,2009,5
315900,78739,2009,6
314500,78739,2009,7
313400,78739,2009,8
312800,78739,2009,9
312300,78739,2009,10
312000,78739,2009,11
311900,78739,2009,12
312100,78739,2010,1
312500,78739,2010,2
312300,78739,2010,3
311300,78739,2010,4
310600,78739,2010,5
310700,78739,2010,6
310600,78739,2010,7
309500,78739,2010,8
308100,78739,2010,9
307200,78739,2010,10
307100,78739,2010,11
307000,78739,2010,12
306400,78739,2011,1
305500,78739,2011,2
305600,78739,2011,3
306500,78739,2011,4
306400,78739,2011,5
306000,78739,2011,6
305900,78739,2011,7
306000,78739,2011,8
306600,78739,2011,9
308300,78739,2011,10
310300,78739,2011,11
311800,78739,2011,12
313300,78739,2012,1
315100,78739,2012,2
316300,78739,2012,3
316400,78739,2012,4
316100,78739,2012,5
316500,78739,2012,6
317400,78739,2012,7
318700,78739,2012,8
320200,78739,2012,9
321800,78739,2012,10
323500,78739,2012,11
325700,78739,2012,12
328100,78739,2013,1
330700,78739,2013,2
332700,78739,2013,3
336100,78739,2013,4
342400,78739,2013,5
349300,78739,2013,6
354300,78739,2013,7
359100,78739,2013,8
363100,78739,2013,9
366000,78739,2013,10
368400,78739,2013,11
370300,78739,2013,12
371600,78739,2014,1
373000,78739,2014,2
375000,78739,2014,3
377700,78739,2014,4
380200,78739,2014,5
381800,78739,2014,6
383900,78739,2014,7
387100,78739,2014,8
390400,78739,2014,9
392300,78739,2014,10
393300,78739,2014,11
393800,78739,2014,12
394400,78739,2015,1
395200,78739,2015,2
396600,78739,2015,3
398000,78739,2015,4
399600,78739,2015,5
401700,78739,2015,6
404500,78739,2015,7
406900,78739,2015,8
408500,78739,2015,9
409000,78739,2015,10
409900,78739,2015,11
412700,78739,2015,12
416100,78739,2016,1
418500,78739,2016,2
421200,78739,2016,3
424900,78739,2016,4
427700,78739,2016,5
429100,78739,2016,6
430100,78739,2016,7
430800,78739,2016,8
431200,78739,2016,9
431400,78739,2016,10
431600,78739,2016,11
431800,78739,2016,12
432700,78739,2017,1
434600,78739,2017,2
436800,78739,2017,3
438700,78739,2017,4
440400,78739,2017,5
441700,78739,2017,6
442100,78739,2017,7
442400,78739,2017,8
444200,78739,2017,9
446700,78739,2017,10
448200,78739,2017,11
448900,78739,2017,12
449500,78739,2018,1
450400,78739,2018,2
451300,78739,2018,3
451000,78739,2018,4
85400,78741,1996,4
85400,78741,1996,5
85400,78741,1996,6
85600,78741,1996,7
85800,78741,1996,8
86000,78741,1996,9
86300,78741,1996,10
86600,78741,1996,11
86900,78741,1996,12
87200,78741,1997,1
87600,78741,1997,2
88100,78741,1997,3
88500,78741,1997,4
89100,78741,1997,5
89600,78741,1997,6
90300,78741,1997,7
91000,78741,1997,8
91800,78741,1997,9
92700,78741,1997,10
93600,78741,1997,11
94600,78741,1997,12
95600,78741,1998,1
96500,78741,1998,2
97500,78741,1998,3
98300,78741,1998,4
99000,78741,1998,5
99600,78741,1998,6
100000,78741,1998,7
100200,78741,1998,8
100200,78741,1998,9
100100,78741,1998,10
99900,78741,1998,11
99600,78741,1998,12
99300,78741,1999,1
99100,78741,1999,2
98900,78741,1999,3
98700,78741,1999,4
98700,78741,1999,5
98800,78741,1999,6
98900,78741,1999,7
99200,78741,1999,8
99600,78741,1999,9
100100,78741,1999,10
100600,78741,1999,11
101200,78741,1999,12
101900,78741,2000,1
102600,78741,2000,2
103400,78741,2000,3
104200,78741,2000,4
105000,78741,2000,5
105800,78741,2000,6
106500,78741,2000,7
107100,78741,2000,8
107600,78741,2000,9
108100,78741,2000,10
108400,78741,2000,11
108700,78741,2000,12
108900,78741,2001,1
109100,78741,2001,2
109400,78741,2001,3
109600,78741,2001,4
109800,78741,2001,5
110000,78741,2001,6
110200,78741,2001,7
110400,78741,2001,8
110500,78741,2001,9
110700,78741,2001,10
110900,78741,2001,11
111100,78741,2001,12
111400,78741,2002,1
111600,78741,2002,2
111900,78741,2002,3
112200,78741,2002,4
112500,78741,2002,5
112900,78741,2002,6
113200,78741,2002,7
113400,78741,2002,8
