Year,Month,Number of Households,Median Income (dollars),Zip Code
2011,2,13901,41052.0,75701
2011,3,13901,41052.0,75701
2011,4,13901,41052.0,75701
2011,5,13901,41052.0,75701
2011,6,13901,41052.0,75701
2011,7,13901,41052.0,75701
2011,8,13901,41052.0,75701
2011,9,13901,41052.0,75701
2011,10,13901,41052.0,75701
2011,11,13901,41052.0,75701
2011,12,13901,41052.0,75701
2012,1,13896,41026.0,75701
2012,2,13892,41000.0,75701
2012,3,13888,40974.0,75701
2012,4,13883,40948.0,75701
2012,5,13879,40922.0,75701
2012,6,13875,40896.0,75701
2012,7,13870,40870.0,75701
2012,8,13866,40844.0,75701
2012,9,13862,40818.0,75701
2012,10,13857,40792.0,75701
2012,11,13853,40766.0,75701
2012,12,13849,40740.0,75701
2013,1,13823,40897.25,75701
2013,2,13797,41054.5,75701
2013,3,13771,41211.75,75701
2013,4,13745,41369.0,75701
2013,5,13719,41526.25,75701
2013,6,13693,41683.5,75701
2013,7,13667,41840.75,75701
2013,8,13641,41998.0,75701
2013,9,13615,42155.25,75701
2013,10,13589,42312.5,75701
2013,11,13563,42469.75,75701
2013,12,13538,42627.0,75701
2014,1,13527,42615.583333333336,75701
2014,2,13517,42604.166666666664,75701
2014,3,13507,42592.75,75701
2014,4,13497,42581.333333333336,75701
2014,5,13487,42569.916666666664,75701
2014,6,13477,42558.5,75701
2014,7,13467,42547.083333333336,75701
2014,8,13457,42535.666666666664,75701
2014,9,13447,42524.25,75701
2014,10,13437,42512.833333333336,75701
2014,11,13427,42501.416666666664,75701
2014,12,13417,42490.0,75701
2015,1,13394,42660.333333333336,75701
2015,2,13372,42830.666666666664,75701
2015,3,13350,43001.0,75701
2015,4,13327,43171.333333333336,75701
2015,5,13305,43341.666666666664,75701
2015,6,13283,43512.0,75701
2015,7,13260,43682.333333333336,75701
2015,8,13238,43852.666666666664,75701
2015,9,13216,44023.0,75701
2015,10,13193,44193.333333333336,75701
2015,11,13171,44363.666666666664,75701
2015,12,13149,44534.0,75701
2016,1,13121,44658.25,75701
2016,2,13093,44782.5,75701
2016,3,13065,44906.75,75701
2016,4,13037,45031.0,75701
2016,5,13009,45155.25,75701
2016,6,12981,45279.5,75701
2016,7,12953,45403.75,75701
2016,8,12925,45528.0,75701
2016,9,12897,45652.25,75701
2016,10,12869,45776.5,75701
2016,11,12841,45900.75,75701
2016,12,12813,46025.0,75701
2011,1,8564,32387.0,75702
2011,2,8564,32387.0,75702
2011,3,8564,32387.0,75702
2011,4,8564,32387.0,75702
2011,5,8564,32387.0,75702
2011,6,8564,32387.0,75702
2011,7,8564,32387.0,75702
2011,8,8564,32387.0,75702
2011,9,8564,32387.0,75702
2011,10,8564,32387.0,75702
2011,11,8564,32387.0,75702
2011,12,8564,32387.0,75702
2012,1,8543,32355.083333333332,75702
2012,2,8523,32323.166666666668,75702
2012,3,8503,32291.25,75702
2012,4,8482,32259.333333333332,75702
2012,5,8462,32227.416666666668,75702
2012,6,8442,32195.5,75702
2012,7,8421,32163.583333333332,75702
2012,8,8401,32131.666666666668,75702
2012,9,8381,32099.75,75702
2012,10,8360,32067.833333333332,75702
2012,11,8340,32035.916666666668,75702
2012,12,8320,32004.0,75702
2013,1,8325,32041.75,75702
2013,2,8331,32079.5,75702
2013,3,8336,32117.25,75702
2013,4,8342,32155.0,75702
2013,5,8347,32192.75,75702
2013,6,8353,32230.5,75702
2013,7,8359,32268.25,75702
2013,8,8364,32306.0,75702
2013,9,8370,32343.75,75702
2013,10,8375,32381.5,75702
2013,11,8381,32419.25,75702
2013,12,8387,32457.0,75702
2014,1,8362,32334.833333333332,75702
2014,2,8338,32212.666666666668,75702
2014,3,8313,32090.5,75702
2014,4,8289,31968.333333333332,75702
2014,5,8264,31846.166666666668,75702
2014,6,8240,31724.0,75702
2014,7,8216,31601.833333333332,75702
2014,8,8191,31479.666666666668,75702
2014,9,8167,31357.5,75702
2014,10,8142,31235.333333333332,75702
2014,11,8118,31113.166666666668,75702
2014,12,8094,30991.0,75702
2015,1,8095,30920.583333333332,75702
2015,2,8097,30850.166666666668,75702
2015,3,8099,30779.75,75702
2015,4,8101,30709.333333333332,75702
2015,5,8102,30638.916666666668,75702
2015,6,8104,30568.5,75702
2015,7,8106,30498.083333333332,75702
2015,8,8108,30427.666666666668,75702
2015,9,8109,30357.25,75702
2015,10,8111,30286.833333333332,75702
2015,11,8113,30216.416666666668,75702
2015,12,8115,30146.0,75702
2016,1,8109,30150.583333333332,75702
2016,2,8103,30155.166666666668,75702
2016,3,8097,30159.75,75702
2016,4,8092,30164.333333333332,75702
2016,5,8086,30168.916666666668,75702
2016,6,8080,30173.5,75702
2016,7,8074,30178.083333333332,75702
2016,8,8069,30182.666666666668,75702
2016,9,8063,30187.25,75702
2016,10,8057,30191.833333333332,75702
2016,11,8051,30196.416666666668,75702
2016,12,8046,30201.0,75702
2011,1,15846,51029.0,75703
2011,2,15846,51029.0,75703
2011,3,15846,51029.0,75703
2011,4,15846,51029.0,75703
2011,5,15846,51029.0,75703
2011,6,15846,51029.0,75703
2011,7,15846,51029.0,75703
2011,8,15846,51029.0,75703
2011,9,15846,51029.0,75703
2011,10,15846,51029.0,75703
2011,11,15846,51029.0,75703
2011,12,15846,51029.0,75703
2012,1,15837,51062.333333333336,75703
2012,2,15829,51095.666666666664,75703
2012,3,15821,51129.0,75703
2012,4,15813,51162.333333333336,75703
2012,5,15805,51195.666666666664,75703
2012,6,15797,51229.0,75703
2012,7,15788,51262.333333333336,75703
2012,8,15780,51295.666666666664,75703
2012,9,15772,51329.0,75703
2012,10,15764,51362.333333333336,75703
2012,11,15756,51395.666666666664,75703
2012,12,15748,51429.0,75703
2013,1,15750,51477.5,75703
2013,2,15752,51526.0,75703
2013,3,15755,51574.5,75703
2013,4,15757,51623.0,75703
2013,5,15760,51671.5,75703
2013,6,15762,51720.0,75703
2013,7,15764,51768.5,75703
2013,8,15767,51817.0,75703
2013,9,15769,51865.5,75703
2013,10,15772,51914.0,75703
2013,11,15774,51962.5,75703
2013,12,15777,52011.0,75703
2014,1,15812,52053.5,75703
2014,2,15847,52096.0,75703
2014,3,15883,52138.5,75703
2014,4,15918,52181.0,75703
2014,5,15953,52223.5,75703
2014,6,15989,52266.0,75703
2014,7,16024,52308.5,75703
2014,8,16059,52351.0,75703
2014,9,16095,52393.5,75703
2014,10,16130,52436.0,75703
2014,11,16165,52478.5,75703
2014,12,16201,52521.0,75703
2015,1,16198,52389.0,75703
2015,2,16196,52257.0,75703
2015,3,16193,52125.0,75703
2015,4,16191,51993.0,75703
2015,5,16188,51861.0,75703
2015,6,16186,51729.0,75703
2015,7,16184,51597.0,75703
2015,8,16181,51465.0,75703
2015,9,16179,51333.0,75703
2015,10,16176,51201.0,75703
2015,11,16174,51069.0,75703
2015,12,16172,50937.0,75703
2016,1,16194,51076.583333333336,75703
2016,2,16217,51216.166666666664,75703
2016,3,16240,51355.75,75703
2016,4,16263,51495.333333333336,75703
2016,5,16285,51634.916666666664,75703
2016,6,16308,51774.5,75703
2016,7,16331,51914.083333333336,75703
2016,8,16354,52053.666666666664,75703
2016,9,16376,52193.25,75703
2016,10,16399,52332.833333333336,75703
2016,11,16422,52472.416666666664,75703
2016,12,16445,52612.0,75703
2011,1,2850,35865.0,75704
2011,2,2850,35865.0,75704
2011,3,2850,35865.0,75704
2011,4,2850,35865.0,75704
2011,5,2850,35865.0,75704
2011,6,2850,35865.0,75704
2011,7,2850,35865.0,75704
2011,8,2850,35865.0,75704
2011,9,2850,35865.0,75704
2011,10,2850,35865.0,75704
2011,11,2850,35865.0,75704
2011,12,2850,35865.0,75704
2012,1,2844,35991.083333333336,75704
2012,2,2838,36117.166666666664,75704
2012,3,2833,36243.25,75704
2012,4,2827,36369.333333333336,75704
2012,5,2822,36495.416666666664,75704
2012,6,2816,36621.5,75704
2012,7,2810,36747.583333333336,75704
2012,8,2805,36873.666666666664,75704
2012,9,2799,36999.75,75704
2012,10,2794,37125.833333333336,75704
2012,11,2788,37251.916666666664,75704
2012,12,2783,37378.0,75704
2013,1,2798,37557.083333333336,75704
2013,2,2814,37736.166666666664,75704
2013,3,2830,37915.25,75704
2013,4,2846,38094.333333333336,75704
2013,5,2862,38273.416666666664,75704
2013,6,2878,38452.5,75704
2013,7,2893,38631.583333333336,75704
2013,8,2909,38810.666666666664,75704
2013,9,2925,38989.75,75704
2013,10,2941,39168.833333333336,75704
2013,11,2957,39347.916666666664,75704
2013,12,2973,39527.0,75704
2014,1,2982,39303.333333333336,75704
2014,2,2991,39079.666666666664,75704
2014,3,3000,38856.0,75704
2014,4,3009,38632.333333333336,75704
2014,5,3018,38408.666666666664,75704
2014,6,3027,38185.0,75704
2014,7,3036,37961.333333333336,75704
2014,8,3045,37737.666666666664,75704
2014,9,3054,37514.0,75704
2014,10,3063,37290.333333333336,75704
2014,11,3072,37066.666666666664,75704
2014,12,3081,36843.0,75704
2015,1,3080,37039.416666666664,75704
2015,2,3080,37235.833333333336,75704
2015,3,3080,37432.25,75704
2015,4,3080,37628.666666666664,75704
2015,5,3079,37825.083333333336,75704
2015,6,3079,38021.5,75704
2015,7,3079,38217.916666666664,75704
2015,8,3079,38414.333333333336,75704
2015,9,3078,38610.75,75704
2015,10,3078,38807.166666666664,75704
2015,11,3078,39003.583333333336,75704
2015,12,3078,39200.0,75704
2016,1,3061,39142.666666666664,75704
2016,2,3045,39085.333333333336,75704
2016,3,3029,39028.0,75704
2016,4,3013,38970.666666666664,75704
2016,5,2997,38913.333333333336,75704
2016,6,2981,38856.0,75704
2016,7,2965,38798.666666666664,75704
2016,8,2949,38741.333333333336,75704
2016,9,2933,38684.0,75704
2016,10,2917,38626.666666666664,75704
2016,11,2901,38569.333333333336,75704
2016,12,2885,38512.0,75704
2011,1,853,34635.0,75705
2011,2,853,34635.0,75705
2011,3,853,34635.0,75705
2011,4,853,34635.0,75705
2011,5,853,34635.0,75705
2011,6,853,34635.0,75705
2011,7,853,34635.0,75705
2011,8,853,34635.0,75705
2011,9,853,34635.0,75705
2011,10,853,34635.0,75705
2011,11,853,34635.0,75705
2011,12,853,34635.0,75705
2012,1,852,34665.416666666664,75705
2012,2,851,34695.833333333336,75705
2012,3,850,34726.25,75705
2012,4,850,34756.666666666664,75705
2012,5,849,34787.083333333336,75705
2012,6,848,34817.5,75705
2012,7,847,34847.916666666664,75705
2012,8,847,34878.333333333336,75705
2012,9,846,34908.75,75705
2012,10,845,34939.166666666664,75705
2012,11,844,34969.583333333336,75705
2012,12,844,35000.0,75705
2013,1,839,34756.916666666664,75705
2013,2,835,34513.833333333336,75705
2013,3,831,34270.75,75705
2013,4,827,34027.666666666664,75705
2013,5,823,33784.583333333336,75705
2013,6,819,33541.5,75705
2013,7,815,33298.416666666664,75705
2013,8,811,33055.333333333336,75705
2013,9,807,32812.25,75705
2013,10,803,32569.166666666668,75705
2013,11,799,32326.083333333332,75705
2013,12,795,32083.0,75705
2014,1,800,32921.333333333336,75705
2014,2,805,33759.666666666664,75705
2014,3,811,34598.0,75705
2014,4,816,35436.333333333336,75705
2014,5,822,36274.666666666664,75705
2014,6,827,37113.0,75705
2014,7,832,37951.333333333336,75705
2014,8,838,38789.666666666664,75705
2014,9,843,39628.0,75705
2014,10,849,40466.333333333336,75705
2014,11,854,41304.66666666667,75705
2014,12,860,42143.0,75705
2015,1,851,41362.166666666664,75705
2015,2,843,40581.333333333336,75705
2015,3,835,39800.5,75705
2015,4,827,39019.666666666664,75705
2015,5,819,38238.833333333336,75705
2015,6,811,37458.0,75705
2015,7,803,36677.166666666664,75705
2015,8,795,35896.333333333336,75705
2015,9,787,35115.5,75705
2015,10,779,34334.666666666664,75705
2015,11,771,33553.83333333333,75705
2015,12,763,32773.0,75705
2016,1,763,34314.666666666664,75705
2016,2,764,35856.333333333336,75705
2016,3,765,37398.0,75705
2016,4,765,38939.666666666664,75705
2016,5,766,40481.333333333336,75705
2016,6,767,42023.0,75705
2016,7,767,43564.66666666667,75705
2016,8,768,45106.333333333336,75705
2016,9,769,46648.0,75705
2016,10,769,48189.66666666667,75705
2016,11,770,49731.333333333336,75705
2016,12,771,51273.0,75705
2011,1,3133,38337.0,75706
2011,2,3133,38337.0,75706
2011,3,3133,38337.0,75706
2011,4,3133,38337.0,75706
2011,5,3133,38337.0,75706
2011,6,3133,38337.0,75706
2011,7,3133,38337.0,75706
2011,8,3133,38337.0,75706
2011,9,3133,38337.0,75706
2011,10,3133,38337.0,75706
2011,11,3133,38337.0,75706
2011,12,3133,38337.0,75706
2012,1,3134,38444.416666666664,75706
2012,2,3135,38551.833333333336,75706
2012,3,3136,38659.25,75706
2012,4,3137,38766.666666666664,75706
2012,5,3138,38874.083333333336,75706
2012,6,3139,38981.5,75706
2012,7,3140,39088.916666666664,75706
2012,8,3141,39196.333333333336,75706
2012,9,3142,39303.75,75706
2012,10,3143,39411.166666666664,75706
2012,11,3144,39518.583333333336,75706
2012,12,3146,39626.0,75706
2013,1,3132,39631.916666666664,75706
2013,2,3118,39637.833333333336,75706
2013,3,3104,39643.75,75706
2013,4,3090,39649.666666666664,75706
2013,5,3076,39655.583333333336,75706
2013,6,3062,39661.5,75706
2013,7,3048,39667.416666666664,75706
2013,8,3034,39673.333333333336,75706
2013,9,3020,39679.25,75706
2013,10,3006,39685.166666666664,75706
2013,11,2992,39691.083333333336,75706
2013,12,2978,39697.0,75706
2014,1,2975,39949.75,75706
2014,2,2972,40202.5,75706
2014,3,2970,40455.25,75706
2014,4,2967,40708.0,75706
2014,5,2964,40960.75,75706
2014,6,2962,41213.5,75706
2014,7,2959,41466.25,75706
2014,8,2956,41719.0,75706
2014,9,2954,41971.75,75706
2014,10,2951,42224.5,75706
2014,11,2948,42477.25,75706
2014,12,2946,42730.0,75706
2015,1,2937,42651.333333333336,75706
2015,2,2928,42572.666666666664,75706
2015,3,2919,42494.0,75706
2015,4,2910,42415.333333333336,75706
2015,5,2901,42336.666666666664,75706
2015,6,2893,42258.0,75706
2015,7,2884,42179.333333333336,75706
2015,8,2875,42100.666666666664,75706
2015,9,2866,42022.0,75706
2015,10,2857,41943.333333333336,75706
2015,11,2848,41864.666666666664,75706
2015,12,2840,41786.0,75706
2016,1,2853,42243.833333333336,75706
2016,2,2866,42701.666666666664,75706
2016,3,2879,43159.5,75706
2016,4,2892,43617.333333333336,75706
2016,5,2905,44075.166666666664,75706
2016,6,2919,44533.0,75706
2016,7,2932,44990.833333333336,75706
2016,8,2945,45448.666666666664,75706
2016,9,2958,45906.5,75706
2016,10,2971,46364.333333333336,75706
2016,11,2984,46822.166666666664,75706
2016,12,2998,47280.0,75706
2011,1,5490,58885.0,75707
2011,2,5490,58885.0,75707
2011,3,5490,58885.0,75707
2011,4,5490,58885.0,75707
2011,5,5490,58885.0,75707
2011,6,5490,58885.0,75707
2011,7,5490,58885.0,75707
2011,8,5490,58885.0,75707
2011,9,5490,58885.0,75707
2011,10,5490,58885.0,75707
2011,11,5490,58885.0,75707
2011,12,5490,58885.0,75707
2012,1,5512,58582.083333333336,75707
2012,2,5534,58279.166666666664,75707
2012,3,5556,57976.25,75707
2012,4,5578,57673.333333333336,75707
2012,5,5600,57370.416666666664,75707
2012,6,5622,57067.5,75707
2012,7,5644,56764.583333333336,75707
2012,8,5666,56461.666666666664,75707
2012,9,5688,56158.75,75707
2012,10,5710,55855.833333333336,75707
2012,11,5732,55552.916666666664,75707
2012,12,5754,55250.0,75707
2013,1,5745,55359.083333333336,75707
2013,2,5736,55468.166666666664,75707
2013,3,5727,55577.25,75707
2013,4,5718,55686.333333333336,75707
2013,5,5709,55795.416666666664,75707
2013,6,5700,55904.5,75707
2013,7,5691,56013.583333333336,75707
2013,8,5682,56122.666666666664,75707
2013,9,5673,56231.75,75707
2013,10,5664,56340.833333333336,75707
2013,11,5655,56449.916666666664,75707
2013,12,5647,56559.0,75707
2014,1,5640,56321.25,75707
2014,2,5633,56083.5,75707
2014,3,5626,55845.75,75707
2014,4,5619,55608.0,75707
2014,5,5612,55370.25,75707
2014,6,5605,55132.5,75707
2014,7,5598,54894.75,75707
2014,8,5591,54657.0,75707
2014,9,5584,54419.25,75707
2014,10,5577,54181.5,75707
2014,11,5570,53943.75,75707
2014,12,5564,53706.0,75707
2015,1,5555,53647.416666666664,75707
2015,2,5547,53588.833333333336,75707
2015,3,5539,53530.25,75707
2015,4,5531,53471.666666666664,75707
2015,5,5522,53413.083333333336,75707
2015,6,5514,53354.5,75707
2015,7,5506,53295.916666666664,75707
2015,8,5498,53237.333333333336,75707
2015,9,5489,53178.75,75707
2015,10,5481,53120.166666666664,75707
2015,11,5473,53061.583333333336,75707
2015,12,5465,53003.0,75707
2016,1,5462,53434.083333333336,75707
2016,2,5459,53865.166666666664,75707
2016,3,5456,54296.25,75707
2016,4,5453,54727.333333333336,75707
2016,5,5450,55158.416666666664,75707
2016,6,5447,55589.5,75707
2016,7,5444,56020.583333333336,75707
2016,8,5441,56451.666666666664,75707
2016,9,5438,56882.75,75707
2016,10,5435,57313.833333333336,75707
2016,11,5432,57744.916666666664,75707
2016,12,5429,58176.0,75707
2011,1,2160,39013.0,75708
2011,2,2160,39013.0,75708
2011,3,2160,39013.0,75708
2011,4,2160,39013.0,75708
2011,5,2160,39013.0,75708
2011,6,2160,39013.0,75708
2011,7,2160,39013.0,75708
2011,8,2160,39013.0,75708
2011,9,2160,39013.0,75708
2011,10,2160,39013.0,75708
2011,11,2160,39013.0,75708
2011,12,2160,39013.0,75708
2012,1,2147,38855.75,75708
2012,2,2134,38698.5,75708
2012,3,2121,38541.25,75708
2012,4,2108,38384.0,75708
2012,5,2095,38226.75,75708
2012,6,2082,38069.5,75708
2012,7,2069,37912.25,75708
2012,8,2056,37755.0,75708
2012,9,2043,37597.75,75708
2012,10,2030,37440.5,75708
2012,11,2017,37283.25,75708
2012,12,2005,37126.0,75708
2013,1,2010,36990.5,75708
2013,2,2016,36855.0,75708
2013,3,2021,36719.5,75708
2013,4,2027,36584.0,75708
2013,5,2032,36448.5,75708
2013,6,2038,36313.0,75708
2013,7,2044,36177.5,75708
2013,8,2049,36042.0,75708
2013,9,2055,35906.5,75708
2013,10,2060,35771.0,75708
2013,11,2066,35635.5,75708
2013,12,2072,35500.0,75708
2014,1,2079,35830.333333333336,75708
2014,2,2087,36160.666666666664,75708
2014,3,2095,36491.0,75708
2014,4,2102,36821.333333333336,75708
2014,5,2110,37151.666666666664,75708
2014,6,2118,37482.0,75708
2014,7,2125,37812.333333333336,75708
2014,8,2133,38142.666666666664,75708
2014,9,2141,38473.0,75708
2014,10,2148,38803.333333333336,75708
2014,11,2156,39133.666666666664,75708
2014,12,2164,39464.0,75708
2015,1,2169,39051.416666666664,75708
2015,2,2175,38638.833333333336,75708
2015,3,2181,38226.25,75708
2015,4,2187,37813.666666666664,75708
2015,5,2192,37401.083333333336,75708
2015,6,2198,36988.5,75708
2015,7,2204,36575.916666666664,75708
2015,8,2210,36163.333333333336,75708
2015,9,2215,35750.75,75708
2015,10,2221,35338.166666666664,75708
2015,11,2227,34925.583333333336,75708
2015,12,2233,34513.0,75708
2016,1,2229,34489.5,75708
2016,2,2226,34466.0,75708
2016,3,2223,34442.5,75708
2016,4,2220,34419.0,75708
2016,5,2217,34395.5,75708
2016,6,2214,34372.0,75708
2016,7,2210,34348.5,75708
2016,8,2207,34325.0,75708
2016,9,2204,34301.5,75708
2016,10,2201,34278.0,75708
2016,11,2198,34254.5,75708
2016,12,2195,34231.0,75708
2011,1,2034,53561.0,75709
2011,2,2034,53561.0,75709
2011,3,2034,53561.0,75709
2011,4,2034,53561.0,75709
2011,5,2034,53561.0,75709
2011,6,2034,53561.0,75709
2011,7,2034,53561.0,75709
2011,8,2034,53561.0,75709
2011,9,2034,53561.0,75709
2011,10,2034,53561.0,75709
2011,11,2034,53561.0,75709
2011,12,2034,53561.0,75709
2012,1,2045,54068.166666666664,75709
2012,2,2056,54575.333333333336,75709
2012,3,2068,55082.5,75709
2012,4,2079,55589.666666666664,75709
2012,5,2091,56096.833333333336,75709
2012,6,2102,56604.0,75709
2012,7,2113,57111.166666666664,75709
2012,8,2125,57618.333333333336,75709
2012,9,2136,58125.5,75709
2012,10,2148,58632.666666666664,75709
2012,11,2159,59139.833333333336,75709
2012,12,2171,59647.0,75709
2013,1,2181,59142.916666666664,75709
2013,2,2191,58638.833333333336,75709
2013,3,2201,58134.75,75709
2013,4,2211,57630.666666666664,75709
2013,5,2221,57126.583333333336,75709
2013,6,2232,56622.5,75709
2013,7,2242,56118.416666666664,75709
2013,8,2252,55614.333333333336,75709
2013,9,2262,55110.25,75709
2013,10,2272,54606.166666666664,75709
2013,11,2282,54102.083333333336,75709
2013,12,2293,53598.0,75709
2014,1,2281,53653.666666666664,75709
2014,2,2270,53709.333333333336,75709
2014,3,2258,53765.0,75709
2014,4,2247,53820.666666666664,75709
2014,5,2235,53876.333333333336,75709
2014,6,2224,53932.0,75709
2014,7,2212,53987.666666666664,75709
2014,8,2201,54043.333333333336,75709
2014,9,2189,54099.0,75709
2014,10,2178,54154.666666666664,75709
2014,11,2166,54210.333333333336,75709
2014,12,2155,54266.0,75709
2015,1,2142,54187.5,75709
2015,2,2129,54109.0,75709
2015,3,2116,54030.5,75709
2015,4,2103,53952.0,75709
2015,5,2090,53873.5,75709
2015,6,2077,53795.0,75709
2015,7,2064,53716.5,75709
2015,8,2051,53638.0,75709
2015,9,2038,53559.5,75709
2015,10,2025,53481.0,75709
2015,11,2012,53402.5,75709
2015,12,1999,53324.0,75709
2016,1,1996,53442.833333333336,75709
2016,2,1994,53561.666666666664,75709
2016,3,1992,53680.5,75709
2016,4,1990,53799.333333333336,75709
2016,5,1987,53918.166666666664,75709
2016,6,1985,54037.0,75709
2016,7,1983,54155.833333333336,75709
2016,8,1981,54274.666666666664,75709
2016,9,1978,54393.5,75709
2016,10,1976,54512.333333333336,75709
2016,11,1974,54631.166666666664,75709
2016,12,1972,54750.0,75709
2011,1,1167,55817.0,75750
2011,2,1167,55817.0,75750
2011,3,1167,55817.0,75750
2011,4,1167,55817.0,75750
2011,5,1167,55817.0,75750
2011,6,1167,55817.0,75750
2011,7,1167,55817.0,75750
2011,8,1167,55817.0,75750
2011,9,1167,55817.0,75750
2011,10,1167,55817.0,75750
2011,11,1167,55817.0,75750
2011,12,1167,55817.0,75750
2012,1,1172,56115.083333333336,75750
2012,2,1177,56413.166666666664,75750
2012,3,1182,56711.25,75750
2012,4,1187,57009.333333333336,75750
2012,5,1192,57307.416666666664,75750
2012,6,1197,57605.5,75750
2012,7,1202,57903.583333333336,75750
2012,8,1207,58201.666666666664,75750
2012,9,1212,58499.75,75750
2012,10,1217,58797.833333333336,75750
2012,11,1222,59095.916666666664,75750
2012,12,1228,59394.0,75750
2013,1,1232,59274.833333333336,75750
2013,2,1236,59155.666666666664,75750
2013,3,1241,59036.5,75750
2013,4,1245,58917.333333333336,75750
2013,5,1250,58798.166666666664,75750
2013,6,1254,58679.0,75750
2013,7,1258,58559.833333333336,75750
2013,8,1263,58440.666666666664,75750
2013,9,1267,58321.5,75750
2013,10,1272,58202.333333333336,75750
2013,11,1276,58083.166666666664,75750
2013,12,1281,57964.0,75750
2014,1,1287,56621.583333333336,75750
2014,2,1294,55279.166666666664,75750
2014,3,1301,53936.75,75750
2014,4,1307,52594.333333333336,75750
2014,5,1314,51251.916666666664,75750
2014,6,1321,49909.5,75750
2014,7,1327,48567.08333333333,75750
2014,8,1334,47224.666666666664,75750
2014,9,1341,45882.25,75750
2014,10,1347,44539.83333333333,75750
2014,11,1354,43197.416666666664,75750
2014,12,1361,41855.0,75750
2015,1,1370,41822.333333333336,75750
2015,2,1380,41789.666666666664,75750
2015,3,1389,41757.0,75750
2015,4,1399,41724.333333333336,75750
2015,5,1408,41691.666666666664,75750
2015,6,1418,41659.0,75750
2015,7,1428,41626.333333333336,75750
2015,8,1437,41593.666666666664,75750
2015,9,1447,41561.0,75750
2015,10,1456,41528.333333333336,75750
2015,11,1466,41495.666666666664,75750
2015,12,1476,41463.0,75750
2016,1,1470,41513.0,75750
2016,2,1464,41563.0,75750
2016,3,1459,41613.0,75750
2016,4,1453,41663.0,75750
2016,5,1447,41713.0,75750
2016,6,1442,41763.0,75750
2016,7,1436,41813.0,75750
2016,8,1430,41863.0,75750
2016,9,1425,41913.0,75750
2016,10,1419,41963.0,75750
2016,11,1413,42013.0,75750
2016,12,1408,42063.0,75750
2011,1,6092,39109.0,75751
2011,2,6092,39109.0,75751
2011,3,6092,39109.0,75751
2011,4,6092,39109.0,75751
2011,5,6092,39109.0,75751
2011,6,6092,39109.0,75751
2011,7,6092,39109.0,75751
2011,8,6092,39109.0,75751
2011,9,6092,39109.0,75751
2011,10,6092,39109.0,75751
2011,11,6092,39109.0,75751
2011,12,6092,39109.0,75751
2012,1,6092,39134.0,75751
2012,2,6092,39159.0,75751
2012,3,6092,39184.0,75751
2012,4,6092,39209.0,75751
2012,5,6092,39234.0,75751
2012,6,6092,39259.0,75751
2012,7,6092,39284.0,75751
2012,8,6092,39309.0,75751
2012,9,6092,39334.0,75751
2012,10,6092,39359.0,75751
2012,11,6092,39384.0,75751
2012,12,6092,39409.0,75751
2013,1,6079,39515.083333333336,75751
2013,2,6067,39621.166666666664,75751
2013,3,6055,39727.25,75751
2013,4,6043,39833.333333333336,75751
2013,5,6031,39939.416666666664,75751
2013,6,6019,40045.5,75751
2013,7,6006,40151.583333333336,75751
2013,8,5994,40257.666666666664,75751
2013,9,5982,40363.75,75751
2013,10,5970,40469.833333333336,75751
2013,11,5958,40575.916666666664,75751
2013,12,5946,40682.0,75751
2014,1,5950,40260.833333333336,75751
2014,2,5954,39839.666666666664,75751
2014,3,5959,39418.5,75751
2014,4,5963,38997.333333333336,75751
2014,5,5968,38576.166666666664,75751
2014,6,5972,38155.0,75751
2014,7,5976,37733.833333333336,75751
2014,8,5981,37312.666666666664,75751
2014,9,5985,36891.5,75751
2014,10,5990,36470.333333333336,75751
2014,11,5994,36049.166666666664,75751
2014,12,5999,35628.0,75751
2015,1,6002,36015.916666666664,75751
2015,2,6005,36403.833333333336,75751
2015,3,6008,36791.75,75751
2015,4,6012,37179.666666666664,75751
2015,5,6015,37567.583333333336,75751
2015,6,6018,37955.5,75751
2015,7,6021,38343.416666666664,75751
2015,8,6025,38731.333333333336,75751
2015,9,6028,39119.25,75751
2015,10,6031,39507.166666666664,75751
2015,11,6034,39895.083333333336,75751
2015,12,6038,40283.0,75751
2016,1,6028,40461.833333333336,75751
2016,2,6019,40640.666666666664,75751
2016,3,6010,40819.5,75751
2016,4,6001,40998.333333333336,75751
2016,5,5991,41177.166666666664,75751
2016,6,5982,41356.0,75751
2016,7,5973,41534.833333333336,75751
2016,8,5964,41713.666666666664,75751
2016,9,5954,41892.5,75751
2016,10,5945,42071.333333333336,75751
2016,11,5936,42250.166666666664,75751
2016,12,5927,42429.0,75751
2011,1,2504,48617.0,75752
2011,2,2504,48617.0,75752
2011,3,2504,48617.0,75752
2011,4,2504,48617.0,75752
2011,5,2504,48617.0,75752
2011,6,2504,48617.0,75752
2011,7,2504,48617.0,75752
2011,8,2504,48617.0,75752
2011,9,2504,48617.0,75752
2011,10,2504,48617.0,75752
2011,11,2504,48617.0,75752
2011,12,2504,48617.0,75752
2012,1,2512,48148.916666666664,75752
2012,2,2521,47680.833333333336,75752
2012,3,2529,47212.75,75752
2012,4,2538,46744.666666666664,75752
2012,5,2546,46276.583333333336,75752
2012,6,2555,45808.5,75752
2012,7,2563,45340.416666666664,75752
2012,8,2572,44872.333333333336,75752
2012,9,2580,44404.25,75752
2012,10,2589,43936.166666666664,75752
2012,11,2597,43468.083333333336,75752
2012,12,2606,43000.0,75752
2013,1,2596,43161.666666666664,75752
