Year,Month,Number of Households,Median Income (dollars),Zip Code
2011,1,4835,68927.0,76643
2011,2,4835,68927.0,76643
2011,3,4835,68927.0,76643
2011,4,4835,68927.0,76643
2011,5,4835,68927.0,76643
2011,6,4835,68927.0,76643
2011,7,4835,68927.0,76643
2011,8,4835,68927.0,76643
2011,9,4835,68927.0,76643
2011,10,4835,68927.0,76643
2011,11,4835,68927.0,76643
2011,12,4835,68927.0,76643
2012,1,4834,68980.66666666667,76643
2012,2,4833,69034.33333333333,76643
2012,3,4833,69088.0,76643
2012,4,4832,69141.66666666667,76643
2012,5,4832,69195.33333333333,76643
2012,6,4831,69249.0,76643
2012,7,4830,69302.66666666667,76643
2012,8,4830,69356.33333333333,76643
2012,9,4829,69410.0,76643
2012,10,4829,69463.66666666667,76643
2012,11,4828,69517.33333333333,76643
2012,12,4828,69571.0,76643
2013,1,4849,69348.25,76643
2013,2,4871,69125.5,76643
2013,3,4893,68902.75,76643
2013,4,4914,68680.0,76643
2013,5,4936,68457.25,76643
2013,6,4958,68234.5,76643
2013,7,4979,68011.75,76643
2013,8,5001,67789.0,76643
2013,9,5023,67566.25,76643
2013,10,5044,67343.5,76643
2013,11,5066,67120.75,76643
2013,12,5088,66898.0,76643
2014,1,5091,67181.5,76643
2014,2,5095,67465.0,76643
2014,3,5099,67748.5,76643
2014,4,5103,68032.0,76643
2014,5,5107,68315.5,76643
2014,6,5111,68599.0,76643
2014,7,5115,68882.5,76643
2014,8,5119,69166.0,76643
2014,9,5123,69449.5,76643
2014,10,5127,69733.0,76643
2014,11,5131,70016.5,76643
2014,12,5135,70300.0,76643
2015,1,5138,70304.0,76643
2015,2,5142,70308.0,76643
2015,3,5146,70312.0,76643
2015,4,5150,70316.0,76643
2015,5,5153,70320.0,76643
2015,6,5157,70324.0,76643
2015,7,5161,70328.0,76643
2015,8,5165,70332.0,76643
2015,9,5168,70336.0,76643
2015,10,5172,70340.0,76643
2015,11,5176,70344.0,76643
2015,12,5180,70348.0,76643
2016,1,5177,70345.08333333333,76643
2016,2,5174,70342.16666666667,76643
2016,3,5171,70339.25,76643
2016,4,5168,70336.33333333333,76643
2016,5,5165,70333.41666666667,76643
2016,6,5162,70330.5,76643
2016,7,5159,70327.58333333333,76643
2016,8,5156,70324.66666666667,76643
2016,9,5153,70321.75,76643
2016,10,5150,70318.83333333333,76643
2016,11,5147,70315.91666666667,76643
2016,12,5144,70313.0,76643
2011,1,3954,30335.0,76645
2011,2,3954,30335.0,76645
2011,3,3954,30335.0,76645
2011,4,3954,30335.0,76645
2011,5,3954,30335.0,76645
2011,6,3954,30335.0,76645
2011,7,3954,30335.0,76645
2011,8,3954,30335.0,76645
2011,9,3954,30335.0,76645
2011,10,3954,30335.0,76645
2011,11,3954,30335.0,76645
2011,12,3954,30335.0,76645
2012,1,3966,30443.0,76645
2012,2,3978,30551.0,76645
2012,3,3990,30659.0,76645
2012,4,4002,30767.0,76645
2012,5,4014,30875.0,76645
2012,6,4027,30983.0,76645
2012,7,4039,31091.0,76645
2012,8,4051,31199.0,76645
2012,9,4063,31307.0,76645
2012,10,4075,31415.0,76645
2012,11,4087,31523.0,76645
2012,12,4100,31631.0,76645
2013,1,4104,31681.25,76645
2013,2,4108,31731.5,76645
2013,3,4113,31781.75,76645
2013,4,4117,31832.0,76645
2013,5,4122,31882.25,76645
2013,6,4126,31932.5,76645
2013,7,4130,31982.75,76645
2013,8,4135,32033.0,76645
2013,9,4139,32083.25,76645
2013,10,4144,32133.5,76645
2013,11,4148,32183.75,76645
2013,12,4153,32234.0,76645
2014,1,4129,32343.083333333332,76645
2014,2,4106,32452.166666666668,76645
2014,3,4083,32561.25,76645
2014,4,4060,32670.333333333332,76645
2014,5,4037,32779.416666666664,76645
2014,6,4014,32888.5,76645
2014,7,3991,32997.583333333336,76645
2014,8,3968,33106.666666666664,76645
2014,9,3945,33215.75,76645
2014,10,3922,33324.833333333336,76645
2014,11,3899,33433.916666666664,76645
2014,12,3876,33543.0,76645
2015,1,3871,33561.333333333336,76645
2015,2,3866,33579.666666666664,76645
2015,3,3861,33598.0,76645
2015,4,3857,33616.333333333336,76645
2015,5,3852,33634.666666666664,76645
2015,6,3847,33653.0,76645
2015,7,3842,33671.333333333336,76645
2015,8,3838,33689.666666666664,76645
2015,9,3833,33708.0,76645
2015,10,3828,33726.333333333336,76645
2015,11,3823,33744.666666666664,76645
2015,12,3819,33763.0,76645
2016,1,3815,34310.333333333336,76645
2016,2,3811,34857.666666666664,76645
2016,3,3807,35405.0,76645
2016,4,3804,35952.333333333336,76645
2016,5,3800,36499.666666666664,76645
2016,6,3796,37047.0,76645
2016,7,3792,37594.333333333336,76645
2016,8,3789,38141.666666666664,76645
2016,9,3785,38689.0,76645
2016,10,3781,39236.333333333336,76645
2016,11,3777,39783.666666666664,76645
2016,12,3774,40331.0,76645
2011,1,1059,45123.0,76648
2011,2,1059,45123.0,76648
2011,3,1059,45123.0,76648
2011,4,1059,45123.0,76648
2011,5,1059,45123.0,76648
2011,6,1059,45123.0,76648
2011,7,1059,45123.0,76648
2011,8,1059,45123.0,76648
2011,9,1059,45123.0,76648
2011,10,1059,45123.0,76648
2011,11,1059,45123.0,76648
2011,12,1059,45123.0,76648
2012,1,1058,45112.75,76648
2012,2,1058,45102.5,76648
2012,3,1058,45092.25,76648
2012,4,1058,45082.0,76648
2012,5,1058,45071.75,76648
2012,6,1058,45061.5,76648
2012,7,1058,45051.25,76648
2012,8,1058,45041.0,76648
2012,9,1058,45030.75,76648
2012,10,1058,45020.5,76648
2012,11,1058,45010.25,76648
2012,12,1058,45000.0,76648
2013,1,1055,44569.416666666664,76648
2013,2,1053,44138.833333333336,76648
2013,3,1050,43708.25,76648
2013,4,1048,43277.666666666664,76648
2013,5,1045,42847.083333333336,76648
2013,6,1043,42416.5,76648
2013,7,1040,41985.916666666664,76648
2013,8,1038,41555.333333333336,76648
2013,9,1035,41124.75,76648
2013,10,1033,40694.166666666664,76648
2013,11,1030,40263.583333333336,76648
2013,12,1028,39833.0,76648
2014,1,1023,39833.0,76648
2014,2,1018,39833.0,76648
2014,3,1014,39833.0,76648
2014,4,1009,39833.0,76648
2014,5,1004,39833.0,76648
2014,6,1000,39833.0,76648
2014,7,995,39833.0,76648
2014,8,990,39833.0,76648
2014,9,986,39833.0,76648
2014,10,981,39833.0,76648
2014,11,976,39833.0,76648
2014,12,972,39833.0,76648
2015,1,979,40246.916666666664,76648
2015,2,987,40660.833333333336,76648
2015,3,994,41074.75,76648
2015,4,1002,41488.666666666664,76648
2015,5,1009,41902.583333333336,76648
2015,6,1017,42316.5,76648
2015,7,1024,42730.416666666664,76648
2015,8,1032,43144.333333333336,76648
2015,9,1039,43558.25,76648
2015,10,1047,43972.166666666664,76648
2015,11,1054,44386.083333333336,76648
2015,12,1062,44800.0,76648
2016,1,1057,45238.583333333336,76648
2016,2,1053,45677.166666666664,76648
2016,3,1048,46115.75,76648
2016,4,1044,46554.333333333336,76648
2016,5,1039,46992.916666666664,76648
2016,6,1035,47431.5,76648
2016,7,1030,47870.083333333336,76648
2016,8,1026,48308.666666666664,76648
2016,9,1021,48747.25,76648
2016,10,1017,49185.833333333336,76648
2016,11,1012,49624.416666666664,76648
2016,12,1008,50063.0,76648
2011,1,283,39926.0,76649
2011,2,283,39926.0,76649
2011,3,283,39926.0,76649
2011,4,283,39926.0,76649
2011,5,283,39926.0,76649
2011,6,283,39926.0,76649
2011,7,283,39926.0,76649
2011,8,283,39926.0,76649
2011,9,283,39926.0,76649
2011,10,283,39926.0,76649
2011,11,283,39926.0,76649
2011,12,283,39926.0,76649
2012,1,285,40146.25,76649
2012,2,288,40366.5,76649
2012,3,290,40586.75,76649
2012,4,293,40807.0,76649
2012,5,295,41027.25,76649
2012,6,298,41247.5,76649
2012,7,300,41467.75,76649
2012,8,303,41688.0,76649
2012,9,305,41908.25,76649
2012,10,308,42128.5,76649
2012,11,310,42348.75,76649
2012,12,313,42569.0,76649
2013,1,316,42459.083333333336,76649
2013,2,319,42349.166666666664,76649
2013,3,322,42239.25,76649
2013,4,325,42129.333333333336,76649
2013,5,328,42019.416666666664,76649
2013,6,331,41909.5,76649
2013,7,334,41799.583333333336,76649
2013,8,337,41689.666666666664,76649
2013,9,340,41579.75,76649
2013,10,343,41469.833333333336,76649
2013,11,346,41359.916666666664,76649
2013,12,349,41250.0,76649
2014,1,348,41125.0,76649
2014,2,348,41000.0,76649
2014,3,348,40875.0,76649
2014,4,348,40750.0,76649
2014,5,348,40625.0,76649
2014,6,348,40500.0,76649
2014,7,347,40375.0,76649
2014,8,347,40250.0,76649
2014,9,347,40125.0,76649
2014,10,347,40000.0,76649
2014,11,347,39875.0,76649
2014,12,347,39750.0,76649
2015,1,346,39666.666666666664,76649
2015,2,346,39583.333333333336,76649
2015,3,346,39500.0,76649
2015,4,346,39416.666666666664,76649
2015,5,345,39333.333333333336,76649
2015,6,345,39250.0,76649
2015,7,345,39166.666666666664,76649
2015,8,345,39083.333333333336,76649
2015,9,344,39000.0,76649
2015,10,344,38916.666666666664,76649
2015,11,344,38833.333333333336,76649
2015,12,344,38750.0,76649
2016,1,341,38750.0,76649
2016,2,339,38750.0,76649
2016,3,337,38750.0,76649
2016,4,335,38750.0,76649
2016,5,333,38750.0,76649
2016,6,331,38750.0,76649
2016,7,328,38750.0,76649
2016,8,326,38750.0,76649
2016,9,324,38750.0,76649
2016,10,322,38750.0,76649
2016,11,320,38750.0,76649
2016,12,318,38750.0,76649
2011,1,35,41528.0,76650
2011,2,35,41528.0,76650
2011,3,35,41528.0,76650
2011,4,35,41528.0,76650
2011,5,35,41528.0,76650
2011,6,35,41528.0,76650
2011,7,35,41528.0,76650
2011,8,35,41528.0,76650
2011,9,35,41528.0,76650
2011,10,35,41528.0,76650
2011,11,35,41528.0,76650
2011,12,35,41528.0,76650
2012,1,34,41192.333333333336,76650
2012,2,33,40856.666666666664,76650
2012,3,32,40521.0,76650
2012,4,32,40185.333333333336,76650
2012,5,31,39849.666666666664,76650
2012,6,30,39514.0,76650
2012,7,29,39178.333333333336,76650
2012,8,29,38842.666666666664,76650
2012,9,28,38507.0,76650
2012,10,27,38171.333333333336,76650
2012,11,26,37835.666666666664,76650
2012,12,26,37500.0,76650
2013,1,26,37500.0,76650
2013,2,27,37500.0,76650
2013,3,28,37500.0,76650
2013,4,29,37500.0,76650
2013,5,30,37500.0,76650
2013,6,31,37500.0,76650
2013,7,31,37500.0,76650
2013,8,32,37500.0,76650
2013,9,33,37500.0,76650
2013,10,34,37500.0,76650
2013,11,35,37500.0,76650
2013,12,36,37500.0,76650
2014,1,36,38729.166666666664,76650
2014,2,37,39958.333333333336,76650
2014,3,38,41187.5,76650
2014,4,39,42416.666666666664,76650
2014,5,40,43645.833333333336,76650
2014,6,41,44875.0,76650
2014,7,42,46104.16666666667,76650
2014,8,43,47333.333333333336,76650
2014,9,44,48562.5,76650
2014,10,45,49791.66666666667,76650
2014,11,46,51020.833333333336,76650
2014,12,47,52250.0,76650
2016,1,47,52218.75,76650
2016,2,47,52187.5,76650
2016,3,47,52156.25,76650
2016,4,48,52125.0,76650
2016,5,48,52093.75,76650
2016,6,48,52062.5,76650
2016,7,48,52031.25,76650
2016,8,49,52000.0,76650
2016,9,49,51968.75,76650
2016,10,49,51937.5,76650
2016,11,49,51906.25,76650
2016,12,50,51875.0,76650
2011,1,1157,55655.0,76651
2011,2,1157,55655.0,76651
2011,3,1157,55655.0,76651
2011,4,1157,55655.0,76651
2011,5,1157,55655.0,76651
2011,6,1157,55655.0,76651
2011,7,1157,55655.0,76651
2011,8,1157,55655.0,76651
2011,9,1157,55655.0,76651
2011,10,1157,55655.0,76651
2011,11,1157,55655.0,76651
2011,12,1157,55655.0,76651
2012,1,1157,55640.916666666664,76651
2012,2,1157,55626.833333333336,76651
2012,3,1157,55612.75,76651
2012,4,1157,55598.666666666664,76651
2012,5,1157,55584.583333333336,76651
2012,6,1157,55570.5,76651
2012,7,1157,55556.416666666664,76651
2012,8,1157,55542.333333333336,76651
2012,9,1157,55528.25,76651
2012,10,1157,55514.166666666664,76651
2012,11,1157,55500.083333333336,76651
2012,12,1158,55486.0,76651
2013,1,1165,55066.916666666664,76651
2013,2,1173,54647.833333333336,76651
2013,3,1181,54228.75,76651
2013,4,1189,53809.666666666664,76651
2013,5,1196,53390.583333333336,76651
2013,6,1204,52971.5,76651
2013,7,1212,52552.416666666664,76651
2013,8,1220,52133.333333333336,76651
2013,9,1227,51714.25,76651
2013,10,1235,51295.166666666664,76651
2013,11,1243,50876.083333333336,76651
2013,12,1251,50457.0,76651
2014,1,1256,49945.916666666664,76651
2014,2,1261,49434.833333333336,76651
2014,3,1267,48923.75,76651
2014,4,1272,48412.666666666664,76651
2014,5,1278,47901.583333333336,76651
2014,6,1283,47390.5,76651
2014,7,1288,46879.416666666664,76651
2014,8,1294,46368.333333333336,76651
2014,9,1299,45857.25,76651
2014,10,1305,45346.166666666664,76651
2014,11,1310,44835.083333333336,76651
2014,12,1316,44324.0,76651
2015,1,1314,44229.333333333336,76651
2015,2,1313,44134.666666666664,76651
2015,3,1312,44040.0,76651
2015,4,1310,43945.333333333336,76651
2015,5,1309,43850.666666666664,76651
2015,6,1308,43756.0,76651
2015,7,1306,43661.333333333336,76651
2015,8,1305,43566.666666666664,76651
2015,9,1304,43472.0,76651
2015,10,1302,43377.333333333336,76651
2015,11,1301,43282.666666666664,76651
2015,12,1300,43188.0,76651
2016,1,1299,43137.583333333336,76651
2016,2,1298,43087.166666666664,76651
2016,3,1298,43036.75,76651
2016,4,1297,42986.333333333336,76651
2016,5,1297,42935.916666666664,76651
2016,6,1296,42885.5,76651
2016,7,1295,42835.083333333336,76651
2016,8,1295,42784.666666666664,76651
2016,9,1294,42734.25,76651
2016,10,1294,42683.833333333336,76651
2016,11,1293,42633.416666666664,76651
2016,12,1293,42583.0,76651
2011,1,352,38750.0,76652
2011,2,352,38750.0,76652
2011,3,352,38750.0,76652
2011,4,352,38750.0,76652
2011,5,352,38750.0,76652
2011,6,352,38750.0,76652
2011,7,352,38750.0,76652
2011,8,352,38750.0,76652
2011,9,352,38750.0,76652
2011,10,352,38750.0,76652
2011,11,352,38750.0,76652
2011,12,352,38750.0,76652
2012,1,353,38990.416666666664,76652
2012,2,355,39230.833333333336,76652
2012,3,356,39471.25,76652
2012,4,358,39711.666666666664,76652
2012,5,359,39952.083333333336,76652
2012,6,361,40192.5,76652
2012,7,363,40432.916666666664,76652
2012,8,364,40673.333333333336,76652
2012,9,366,40913.75,76652
2012,10,367,41154.166666666664,76652
2012,11,369,41394.583333333336,76652
2012,12,371,41635.0,76652
2013,1,373,41302.666666666664,76652
2013,2,376,40970.333333333336,76652
2013,3,379,40638.0,76652
2013,4,382,40305.666666666664,76652
2013,5,385,39973.333333333336,76652
2013,6,388,39641.0,76652
2013,7,391,39308.666666666664,76652
2013,8,394,38976.333333333336,76652
2013,9,397,38644.0,76652
2013,10,400,38311.666666666664,76652
2013,11,403,37979.333333333336,76652
2013,12,406,37647.0,76652
2014,1,404,37374.333333333336,76652
2014,2,402,37101.666666666664,76652
2014,3,401,36829.0,76652
2014,4,399,36556.333333333336,76652
2014,5,397,36283.666666666664,76652
2014,6,396,36011.0,76652
2014,7,394,35738.333333333336,76652
2014,8,392,35465.666666666664,76652
2014,9,391,35193.0,76652
2014,10,389,34920.333333333336,76652
2014,11,387,34647.666666666664,76652
2014,12,386,34375.0,76652
2015,1,391,34923.916666666664,76652
2015,2,397,35472.833333333336,76652
2015,3,403,36021.75,76652
2015,4,408,36570.666666666664,76652
2015,5,414,37119.583333333336,76652
2015,6,420,37668.5,76652
2015,7,425,38217.416666666664,76652
2015,8,431,38766.333333333336,76652
2015,9,437,39315.25,76652
2015,10,442,39864.166666666664,76652
2015,11,448,40413.083333333336,76652
2015,12,454,40962.0,76652
2016,1,454,40638.75,76652
2016,2,454,40315.5,76652
2016,3,455,39992.25,76652
2016,4,455,39669.0,76652
2016,5,455,39345.75,76652
2016,6,456,39022.5,76652
2016,7,456,38699.25,76652
2016,8,456,38376.0,76652
2016,9,457,38052.75,76652
2016,10,457,37729.5,76652
2016,11,457,37406.25,76652
2016,12,458,37083.0,76652
2011,1,470,52889.0,76653
2011,2,470,52889.0,76653
2011,3,470,52889.0,76653
2011,4,470,52889.0,76653
2011,5,470,52889.0,76653
2011,6,470,52889.0,76653
2011,7,470,52889.0,76653
2011,8,470,52889.0,76653
2011,9,470,52889.0,76653
2011,10,470,52889.0,76653
2011,11,470,52889.0,76653
2011,12,470,52889.0,76653
2012,1,463,52544.083333333336,76653
2012,2,456,52199.166666666664,76653
2012,3,450,51854.25,76653
2012,4,443,51509.333333333336,76653
2012,5,436,51164.416666666664,76653
2012,6,430,50819.5,76653
2012,7,423,50474.583333333336,76653
2012,8,416,50129.666666666664,76653
2012,9,410,49784.75,76653
2012,10,403,49439.833333333336,76653
2012,11,396,49094.916666666664,76653
2012,12,390,48750.0,76653
2013,1,390,47796.083333333336,76653
2013,2,391,46842.166666666664,76653
2013,3,392,45888.25,76653
2013,4,393,44934.333333333336,76653
2013,5,394,43980.416666666664,76653
2013,6,395,43026.5,76653
2013,7,396,42072.583333333336,76653
2013,8,397,41118.666666666664,76653
2013,9,398,40164.75,76653
2013,10,399,39210.833333333336,76653
2013,11,400,38256.91666666667,76653
2013,12,401,37303.0,76653
2014,1,401,38818.166666666664,76653
2014,2,401,40333.333333333336,76653
2014,3,402,41848.5,76653
2014,4,402,43363.666666666664,76653
2014,5,402,44878.833333333336,76653
2014,6,403,46394.0,76653
2014,7,403,47909.16666666667,76653
2014,8,403,49424.333333333336,76653
2014,9,404,50939.5,76653
2014,10,404,52454.66666666667,76653
2014,11,404,53969.833333333336,76653
2014,12,405,55485.0,76653
2015,1,402,55135.25,76653
2015,2,399,54785.5,76653
2015,3,396,54435.75,76653
2015,4,393,54086.0,76653
2015,5,390,53736.25,76653
2015,6,387,53386.5,76653
2015,7,384,53036.75,76653
2015,8,381,52687.0,76653
2015,9,378,52337.25,76653
2015,10,375,51987.5,76653
2015,11,372,51637.75,76653
2015,12,370,51288.0,76653
2016,1,371,50566.083333333336,76653
2016,2,373,49844.166666666664,76653
2016,3,375,49122.25,76653
2016,4,377,48400.333333333336,76653
2016,5,379,47678.416666666664,76653
2016,6,381,46956.5,76653
2016,7,383,46234.583333333336,76653
2016,8,385,45512.666666666664,76653
2016,9,387,44790.75,76653
2016,10,389,44068.833333333336,76653
2016,11,391,43346.916666666664,76653
2016,12,393,42625.0,76653
2011,1,96,61429.0,76654
2011,2,96,61429.0,76654
2011,3,96,61429.0,76654
2011,4,96,61429.0,76654
2011,5,96,61429.0,76654
2011,6,96,61429.0,76654
2011,7,96,61429.0,76654
2011,8,96,61429.0,76654
2011,9,96,61429.0,76654
2011,10,96,61429.0,76654
2011,11,96,61429.0,76654
2011,12,96,61429.0,76654
2012,1,94,61790.0,76654
2012,2,93,62151.0,76654
2012,3,91,62512.0,76654
2012,4,90,62873.0,76654
2012,5,88,63234.0,76654
2012,6,87,63595.0,76654
2012,7,85,63956.0,76654
2012,8,84,64317.0,76654
2012,9,82,64678.0,76654
2012,10,81,65039.0,76654
2012,11,79,65400.0,76654
2012,12,78,65761.0,76654
2013,1,76,65194.083333333336,76654
2013,2,74,64627.166666666664,76654
2013,3,72,64060.25,76654
2013,4,70,63493.333333333336,76654
2013,5,68,62926.416666666664,76654
2013,6,66,62359.5,76654
2013,7,64,61792.583333333336,76654
2013,8,62,61225.666666666664,76654
2013,9,60,60658.75,76654
2013,10,58,60091.833333333336,76654
2013,11,56,59524.916666666664,76654
2013,12,54,58958.0,76654
2014,1,54,58892.583333333336,76654
2014,2,54,58827.166666666664,76654
2014,3,54,58761.75,76654
2014,4,54,58696.333333333336,76654
2014,5,54,58630.916666666664,76654
2014,6,54,58565.5,76654
2014,7,54,58500.083333333336,76654
2014,8,54,58434.666666666664,76654
2014,9,54,58369.25,76654
2014,10,54,58303.833333333336,76654
2014,11,54,58238.416666666664,76654
2014,12,55,58173.0,76654
2015,1,55,57679.416666666664,76654
2015,2,55,57185.833333333336,76654
2015,3,56,56692.25,76654
2015,4,56,56198.666666666664,76654
2015,5,56,55705.083333333336,76654
2015,6,57,55211.5,76654
2015,7,57,54717.916666666664,76654
2015,8,57,54224.333333333336,76654
2015,9,58,53730.75,76654
2015,10,58,53237.166666666664,76654
2015,11,58,52743.583333333336,76654
2015,12,59,52250.0,76654
2016,1,58,52088.583333333336,76654
2016,2,58,51927.166666666664,76654
2016,3,58,51765.75,76654
2016,4,57,51604.333333333336,76654
2016,5,57,51442.916666666664,76654
2016,6,57,51281.5,76654
2016,7,56,51120.083333333336,76654
2016,8,56,50958.666666666664,76654
2016,9,56,50797.25,76654
2016,10,55,50635.833333333336,76654
2016,11,55,50474.416666666664,76654
2016,12,55,50313.0,76654
2011,1,2810,73953.0,76655
2011,2,2810,73953.0,76655
2011,3,2810,73953.0,76655
2011,4,2810,73953.0,76655
2011,5,2810,73953.0,76655
2011,6,2810,73953.0,76655
2011,7,2810,73953.0,76655
2011,8,2810,73953.0,76655
2011,9,2810,73953.0,76655
2011,10,2810,73953.0,76655
2011,11,2810,73953.0,76655
2011,12,2810,73953.0,76655
2012,1,2819,74137.0,76655
2012,2,2828,74321.0,76655
2012,3,2838,74505.0,76655
2012,4,2847,74689.0,76655
2012,5,2857,74873.0,76655
2012,6,2866,75057.0,76655
2012,7,2875,75241.0,76655
2012,8,2885,75425.0,76655
2012,9,2894,75609.0,76655
2012,10,2904,75793.0,76655
2012,11,2913,75977.0,76655
2012,12,2923,76161.0,76655
2013,1,2923,76072.91666666667,76655
2013,2,2923,75984.83333333333,76655
2013,3,2923,75896.75,76655
2013,4,2923,75808.66666666667,76655
2013,5,2923,75720.58333333333,76655
2013,6,2924,75632.5,76655
2013,7,2924,75544.41666666667,76655
2013,8,2924,75456.33333333333,76655
2013,9,2924,75368.25,76655
2013,10,2924,75280.16666666667,76655
2013,11,2924,75192.08333333333,76655
2013,12,2925,75104.0,76655
2014,1,2932,75265.5,76655
2014,2,2939,75427.0,76655
2014,3,2946,75588.5,76655
2014,4,2953,75750.0,76655
2014,5,2960,75911.5,76655
2014,6,2967,76073.0,76655
2014,7,2974,76234.5,76655
2014,8,2981,76396.0,76655
2014,9,2988,76557.5,76655
2014,10,2995,76719.0,76655
2014,11,3002,76880.5,76655
2014,12,3009,77042.0,76655
2015,1,3008,77023.33333333333,76655
2015,2,3007,77004.66666666667,76655
2015,3,3006,76986.0,76655
2015,4,3006,76967.33333333333,76655
2015,5,3005,76948.66666666667,76655
2015,6,3004,76930.0,76655
2015,7,3003,76911.33333333333,76655
2015,8,3003,76892.66666666667,76655
2015,9,3002,76874.0,76655
2015,10,3001,76855.33333333333,76655
2015,11,3000,76836.66666666667,76655
2015,12,3000,76818.0,76655
2016,1,3002,76878.66666666667,76655
2016,2,3005,76939.33333333333,76655
2016,3,3008,77000.0,76655
2016,4,3011,77060.66666666667,76655
2016,5,3013,77121.33333333333,76655
2016,6,3016,77182.0,76655
2016,7,3019,77242.66666666667,76655
2016,8,3022,77303.33333333333,76655
2016,9,3024,77364.0,76655
2016,10,3027,77424.66666666667,76655
2016,11,3030,77485.33333333333,76655
2016,12,3033,77546.0,76655
2011,1,838,36111.0,76656
2011,2,838,36111.0,76656
2011,3,838,36111.0,76656
2011,4,838,36111.0,76656
2011,5,838,36111.0,76656
2011,6,838,36111.0,76656
2011,7,838,36111.0,76656
2011,8,838,36111.0,76656
2011,9,838,36111.0,76656
2011,10,838,36111.0,76656
2011,11,838,36111.0,76656
2011,12,838,36111.0,76656
2012,1,843,36390.416666666664,76656
2012,2,848,36669.833333333336,76656
2012,3,854,36949.25,76656
2012,4,859,37228.666666666664,76656
2012,5,865,37508.083333333336,76656
2012,6,870,37787.5,76656
2012,7,875,38066.916666666664,76656
2012,8,881,38346.333333333336,76656
2012,9,886,38625.75,76656
2012,10,892,38905.166666666664,76656
2012,11,897,39184.583333333336,76656
2012,12,903,39464.0,76656
2013,1,897,39380.0,76656
2013,2,891,39296.0,76656
2013,3,885,39212.0,76656
2013,4,879,39128.0,76656
2013,5,873,39044.0,76656
2013,6,867,38960.0,76656
2013,7,861,38876.0,76656
2013,8,855,38792.0,76656
2013,9,849,38708.0,76656
2013,10,843,38624.0,76656
2013,11,837,38540.0,76656
2013,12,831,38456.0,76656
2014,1,828,38941.0,76656
2014,2,826,39426.0,76656
2014,3,824,39911.0,76656
2014,4,822,40396.0,76656
2014,5,820,40881.0,76656
2014,6,818,41366.0,76656
2014,7,815,41851.0,76656
2014,8,813,42336.0,76656
2014,9,811,42821.0,76656
2014,10,809,43306.0,76656
2014,11,807,43791.0,76656
2014,12,805,44276.0,76656
2015,1,801,44688.916666666664,76656
2015,2,798,45101.833333333336,76656
2015,3,795,45514.75,76656
2015,4,792,45927.666666666664,76656
2015,5,788,46340.583333333336,76656
2015,6,785,46753.5,76656
2015,7,782,47166.416666666664,76656
2015,8,779,47579.333333333336,76656
2015,9,775,47992.25,76656
2015,10,772,48405.166666666664,76656
2015,11,769,48818.083333333336,76656
2015,12,766,49231.0,76656
2016,1,762,49445.083333333336,76656
2016,2,759,49659.166666666664,76656
2016,3,756,49873.25,76656
2016,4,752,50087.333333333336,76656
2016,5,749,50301.416666666664,76656
2016,6,746,50515.5,76656
2016,7,742,50729.583333333336,76656
2016,8,739,50943.666666666664,76656
2016,9,736,51157.75,76656
2016,10,732,51371.833333333336,76656
2016,11,729,51585.916666666664,76656
2016,12,726,51800.0,76656
2011,1,2915,58042.0,76657
2011,2,2915,58042.0,76657
2011,3,2915,58042.0,76657
2011,4,2915,58042.0,76657
2011,5,2915,58042.0,76657
2011,6,2915,58042.0,76657
2011,7,2915,58042.0,76657
2011,8,2915,58042.0,76657
2011,9,2915,58042.0,76657
2011,10,2915,58042.0,76657
2011,11,2915,58042.0,76657
2011,12,2915,58042.0,76657
2012,1,2924,58453.083333333336,76657
2012,2,2934,58864.166666666664,76657
2012,3,2943,59275.25,76657
2012,4,2953,59686.333333333336,76657
2012,5,2962,60097.416666666664,76657
2012,6,2972,60508.5,76657
2012,7,2982,60919.583333333336,76657
2012,8,2991,61330.666666666664,76657
2012,9,3001,61741.75,76657
2012,10,3010,62152.833333333336,76657
2012,11,3020,62563.916666666664,76657
2012,12,3030,62975.0,76657
2013,1,3032,62898.583333333336,76657
2013,2,3035,62822.166666666664,76657
2013,3,3038,62745.75,76657
2013,4,3041,62669.333333333336,76657
2013,5,3044,62592.916666666664,76657
2013,6,3047,62516.5,76657
2013,7,3050,62440.083333333336,76657
2013,8,3053,62363.666666666664,76657
2013,9,3056,62287.25,76657
2013,10,3059,62210.833333333336,76657
2013,11,3062,62134.416666666664,76657
2013,12,3065,62058.0,76657
2014,1,3071,61641.583333333336,76657
2014,2,3078,61225.166666666664,76657
2014,3,3085,60808.75,76657
2014,4,3092,60392.333333333336,76657
2014,5,3099,59975.916666666664,76657
2014,6,3106,59559.5,76657
2014,7,3113,59143.083333333336,76657
2014,8,3120,58726.666666666664,76657
2014,9,3127,58310.25,76657
2014,10,3134,57893.833333333336,76657
2014,11,3141,57477.416666666664,76657
2014,12,3148,57061.0,76657
2015,1,3149,57172.0,76657
2015,2,3151,57283.0,76657
2015,3,3153,57394.0,76657
2015,4,3155,57505.0,76657
2015,5,3156,57616.0,76657
2015,6,3158,57727.0,76657
2015,7,3160,57838.0,76657
2015,8,3162,57949.0,76657
2015,9,3163,58060.0,76657
2015,10,3165,58171.0,76657
2015,11,3167,58282.0,76657
2015,12,3169,58393.0,76657
2016,1,3175,58482.75,76657
2016,2,3181,58572.5,76657
2016,3,3187,58662.25,76657
