,OriginalZip,CalendarYearIssued,Issuedmonth,NewConstructionsCount,RemodelRepairsCount,NewConstructionDollarValue,RemodelRepairDollarValue
4445,78732,2003,5,1,1,105000,1500
4446,78732,2003,6,4,3,511002,3088
4447,78732,2003,7,3,0,695000,0
4448,78732,2003,8,1,0,0,0
4449,78732,2003,9,2,0,322500,0
4450,78732,2003,10,2,0,293854,0
4451,78732,2003,11,2,1,557000,44
4452,78732,2004,1,2,0,896225,0
4453,78732,2004,2,1,0,10000,0
4454,78732,2004,3,3,1,710000,20000
4455,78732,2004,4,1,0,187000,0
4456,78732,2004,5,2,2,1669000,40000
4457,78732,2004,6,2,0,170000,0
4458,78732,2004,7,1,0,400000,0
4459,78732,2004,8,2,1,1497000,94446
4460,78732,2004,9,2,0,1005000,0
4461,78732,2004,11,2,1,382393,31090
4462,78732,2004,12,2,0,450000,0
4463,78732,2005,1,3,0,309400,0
4464,78732,2005,2,1,0,400000,0
4465,78732,2005,3,3,1,2590000,300000
4466,78732,2005,4,1,0,800000,0
4467,78732,2005,5,3,0,1885000,0
4468,78732,2005,6,3,0,1310000,0
4469,78732,2005,8,2,0,1392380,0
4470,78732,2005,9,2,0,950000,0
4471,78732,2005,10,2,1,600000,650000
4472,78732,2005,11,3,0,1215000,0
4473,78732,2005,12,2,1,212550,100000
4474,78732,2006,1,1,2,175000,0
4475,78732,2006,2,0,3,0,2500
4476,78732,2006,3,0,2,0,0
4477,78732,2006,4,5,3,3106000,0
4478,78732,2006,5,0,1,0,0
4479,78732,2006,6,5,2,3181000,0
4480,78732,2006,7,4,0,890000,0
4481,78732,2006,8,4,0,3475000,0
4482,78732,2006,9,2,0,950000,0
4483,78732,2006,10,4,2,816640,5500
4484,78732,2006,11,1,0,350000,0
4485,78732,2006,12,1,1,350000,115000
4486,78732,2007,2,4,0,2470000,0
4487,78732,2007,3,0,1,0,43000
4488,78732,2007,4,2,0,705000,0
4489,78732,2007,5,1,2,150000,147500
4490,78732,2007,6,3,0,482051,0
4491,78732,2007,7,5,0,2128000,0
4492,78732,2007,8,1,1,137000,14000
4493,78732,2007,9,1,0,290000,0
4494,78732,2007,10,2,1,164000,20000
4495,78732,2007,11,2,1,1008000,1250
4496,78732,2007,12,2,0,1088000,0
4497,78732,2008,2,2,0,900000,0
4498,78732,2008,3,2,0,776100,0
4499,78732,2008,4,1,1,350000,12000
4500,78732,2008,6,2,1,3410000,500
4501,78732,2008,7,1,0,80000,0
4502,78732,2008,9,1,0,1100000,0
4503,78732,2008,10,1,0,550000,0
4504,78732,2008,11,0,1,0,100000
4505,78732,2008,12,3,1,535000,300000
4506,78732,2009,1,1,0,90000,0
4507,78732,2009,2,1,0,14625,0
4508,78732,2009,3,1,0,190000,0
4509,78732,2009,4,1,0,310000,0
4510,78732,2009,5,3,0,141000,0
4511,78732,2009,6,1,1,2342000,83000
4512,78732,2009,7,4,1,2208502,80650
4513,78732,2009,9,1,0,8500,0
4514,78732,2009,10,2,0,1240000,0
4515,78732,2009,11,3,1,645000,45000
4516,78732,2009,12,1,0,1294000,0
4517,78732,2010,2,2,0,908000,0
4518,78732,2010,3,2,0,775000,0
4519,78732,2010,4,2,0,52324,0
4520,78732,2010,5,2,2,82000,39000
4521,78732,2010,6,4,1,2225000,3000
4522,78732,2010,7,2,1,640000,7200
4523,78732,2010,8,3,2,1240000,8000
4524,78732,2010,9,1,1,55000,8640
4525,78732,2010,10,2,2,200000,0
4526,78732,2010,12,0,2,0,22000
4527,78732,2011,1,2,0,1067659,0
4528,78732,2011,2,0,1,0,99000
4529,78732,2011,3,1,0,80000,0
4530,78732,2011,4,0,1,0,18000
4531,78732,2011,5,2,0,3151629,0
4532,78732,2011,7,0,1,0,60000
4533,78732,2011,8,1,0,51500,0
4534,78732,2011,9,2,0,125000,0
4535,78732,2011,11,1,0,1400000,0
4536,78732,2011,12,2,0,1100000,0
4537,78732,2012,1,2,1,31000,0
4538,78732,2012,2,2,1,174982,3300
4539,78732,2012,3,4,0,6150000,0
4540,78732,2012,4,3,0,1415000,0
4541,78732,2012,5,3,1,1368000,13468
4542,78732,2012,6,1,1,150000,2915
4543,78732,2012,7,3,0,115000,0
4544,78732,2012,8,4,0,2070000,0
4545,78732,2012,9,5,2,198000,21000
4546,78732,2012,10,2,0,450000,0
4547,78732,2012,11,2,0,1010000,0
4548,78732,2012,12,5,0,1720000,0
4549,78732,2013,1,0,1,0,80000
4550,78732,2013,2,0,1,0,600000
4551,78732,2013,4,3,1,355000,5670
4552,78732,2013,5,4,1,1855000,8000
4553,78732,2013,6,0,2,0,10322
4554,78732,2013,8,1,0,45000,0
4555,78732,2013,9,2,1,970000,100
4556,78732,2013,10,1,0,1158119,0
4557,78732,2013,11,2,0,1500000,0
4558,78732,2013,12,2,0,959995,0
4559,78732,2014,2,6,0,3953780,0
4560,78732,2014,3,5,0,2535000,0
4561,78732,2014,4,0,1,0,2500
4562,78732,2014,5,3,0,1053000,0
4563,78732,2014,6,6,1,2451000,53000
4564,78732,2014,7,2,3,500000,9221
4565,78732,2014,8,1,1,50000,40000
4566,78732,2014,9,1,1,60000,0
4567,78732,2014,10,3,0,730990,0
4568,78732,2014,11,1,0,53000,0
4569,78732,2014,12,5,1,1188970,40000
4570,78732,2015,1,3,0,1941390,0
4571,78732,2015,2,3,1,829480,45000
4572,78732,2015,3,7,0,3053053,0
4573,78732,2015,4,7,1,2512562,0
4574,78732,2015,5,4,0,2010000,0
4575,78732,2015,6,3,0,842990,0
4576,78732,2015,7,5,0,906478,0
4577,78732,2015,8,2,0,1033990,0
4578,78732,2015,9,1,0,30000,0
4579,78732,2015,10,2,1,344000,0
4580,78732,2015,11,5,1,1289000,40000
4581,78732,2015,12,3,1,1898000,60000
4582,78732,2016,1,5,0,2608960,0
4583,78732,2016,2,9,2,4581930,93050
4584,78732,2016,3,8,1,2794960,100000
4585,78732,2016,4,1,0,650000,0
4586,78732,2016,5,3,0,875990,0
4587,78732,2016,6,4,1,740900,5000
4588,78732,2016,7,4,1,755500,0
4589,78732,2016,8,5,0,1157990,0
4590,78732,2016,9,2,0,2150000,0
4591,78732,2016,10,8,0,2565990,0
4592,78732,2016,11,2,0,852990,0
4593,78732,2016,12,2,0,803990,0
4594,78732,2017,1,5,1,2291970,1
4595,78732,2017,2,1,0,679990,0
4596,78732,2017,3,6,2,1841982,142500
4597,78732,2017,4,5,0,2498968,0
4598,78732,2017,5,5,2,3253243,600000
4599,78732,2017,6,4,0,2773976,0
4600,78732,2017,7,3,1,1321978,300000
4601,78732,2017,8,6,3,3419968,270000
4602,78732,2017,9,5,0,1807982,0
4603,78732,2017,10,4,1,1310978,50000
4604,78732,2017,11,3,0,1250980,0
4605,78732,2017,12,2,3,140000,65000
4606,78732,2018,1,1,4,545770,1001300
4607,78732,2018,2,5,0,2211068,0
4608,78732,2018,3,1,1,80000,9543
4609,78732,2018,4,12,0,5895232,0
4610,78732,2018,5,7,2,3345795,297000
4611,78733,1996,1,2,0,269590,0
4612,78733,1996,2,2,0,435000,0
4613,78733,1996,3,6,1,828625,230
4614,78733,1996,4,8,1,1548400,45000
4615,78733,1996,5,3,2,501000,6000
4616,78733,1996,6,1,1,103950,15000
4617,78733,1996,7,5,1,1029280,4800
4618,78733,1996,8,2,0,330000,0
4619,78733,1996,9,1,3,162000,41150
4620,78733,1996,10,0,1,0,3500
4621,78733,1996,11,3,0,564000,0
4622,78733,1996,12,5,0,1340000,0
4623,78733,1997,1,1,1,170000,82000
4624,78733,1997,2,3,0,646000,0
4625,78733,1997,3,2,0,432000,0
4626,78733,1997,4,1,3,160000,100000
4627,78733,1997,5,2,0,438000,0
4628,78733,1997,6,4,2,771000,37500
4629,78733,1997,7,2,3,520000,365060
4630,78733,1997,8,2,0,430180,0
4631,78733,1997,9,2,2,423275,35500
4632,78733,1997,10,3,0,1025000,0
4633,78733,1997,11,0,1,0,0
4634,78733,1997,12,5,2,948000,7844
4635,78733,1998,1,5,0,2433775,0
4636,78733,1998,2,6,1,1260000,20415
4637,78733,1998,3,8,1,2400000,58000
4638,78733,1998,4,3,0,385000,0
4639,78733,1998,5,1,0,225000,0
4640,78733,1998,6,6,0,1118064,0
4641,78733,1998,7,4,0,676348,0
4642,78733,1998,8,6,1,1013000,23000
4643,78733,1998,9,1,1,175420,21190
4644,78733,1998,10,5,0,1132875,0
4645,78733,1998,11,2,0,586000,0
4646,78733,1998,12,2,0,377000,0
4647,78733,1999,1,3,0,722325,0
4648,78733,1999,2,2,0,387525,0
4649,78733,1999,3,2,0,536500,0
4650,78733,1999,4,5,0,829400,0
4651,78733,1999,5,1,0,184000,0
4652,78733,1999,6,3,2,1026500,10500
4653,78733,1999,7,2,0,491000,0
4654,78733,1999,8,1,1,211990,15000
4655,78733,1999,9,1,0,200000,0
4656,78733,1999,10,1,0,223000,0
4657,78733,1999,11,1,1,219000,0
4658,78733,1999,12,4,0,425000,0
4659,78733,2000,3,2,0,557000,0
4660,78733,2000,4,5,1,1424750,0
4661,78733,2000,5,2,0,570000,0
4662,78733,2000,6,2,0,433500,0
4663,78733,2000,7,2,0,299500,0
4664,78733,2000,9,3,0,823500,0
4665,78733,2000,10,6,0,1606741,0
4666,78733,2000,11,1,0,256000,0
4667,78733,2000,12,3,0,1050000,0
4668,78733,2001,2,2,1,581500,50000
4669,78733,2001,4,0,3,0,441500
4670,78733,2001,5,2,2,690000,11500
4671,78733,2001,6,1,0,225000,0
4672,78733,2001,7,2,0,662117,0
4673,78733,2001,8,1,2,679000,1500
4674,78733,2001,11,1,2,100000,50000
4675,78733,2001,12,0,3,0,0
4676,78733,2002,1,0,1,0,18000
4677,78733,2002,2,1,1,247717,0
4678,78733,2002,3,1,1,246875,268319
4679,78733,2002,4,0,1,0,877000
4680,78733,2002,5,2,2,239500,269319
4681,78733,2002,6,1,0,500000,0
4682,78733,2002,8,1,1,264035,0
4683,78733,2002,9,0,1,0,0
4684,78733,2002,10,1,0,40000,0
4685,78733,2002,11,2,1,3279500,397000
4686,78733,2002,12,1,0,27000,0
4687,78733,2003,1,0,1,0,0
4688,78733,2003,2,4,0,1595000,0
4689,78733,2003,3,1,1,163000,500000
4690,78733,2003,4,1,0,240000,0
4691,78733,2003,5,1,0,218500,0
4692,78733,2003,6,1,0,128000,0
4693,78733,2003,8,0,1,0,0
4694,78733,2003,9,1,0,232500,0
4695,78733,2003,12,1,0,200000,0
4696,78733,2004,2,2,0,578111,0
4697,78733,2004,3,2,0,1130000,0
4698,78733,2004,4,2,0,1350000,0
4699,78733,2004,6,2,0,476539,0
4700,78733,2004,7,0,1,0,0
4701,78733,2004,8,0,1,0,1500
4702,78733,2004,9,1,0,44,0
4703,78733,2004,12,0,1,0,0
4704,78733,2005,1,0,1,0,52475
4705,78733,2005,2,1,0,380000,0
4706,78733,2005,4,0,3,0,450000
4707,78733,2005,5,1,1,2000,50
4708,78733,2005,6,0,1,0,0
4709,78733,2005,7,1,1,84000,0
4710,78733,2005,8,6,0,1949949,0
4711,78733,2005,9,2,1,631021,0
4712,78733,2005,10,3,1,571170,0
4713,78733,2005,11,8,3,2505219,0
4714,78733,2005,12,7,0,2089864,0
4715,78733,2006,1,1,2,312266,0
4716,78733,2006,2,1,1,1000000,0
4717,78733,2006,3,1,2,420000,0
4718,78733,2006,4,1,1,262330,0
4719,78733,2006,5,1,1,274495,250
4720,78733,2006,6,3,1,880415,0
4721,78733,2006,7,0,1,0,0
4722,78733,2006,8,4,2,1149465,213256
4723,78733,2006,9,4,0,2217189,0
4724,78733,2006,10,2,1,607211,0
4725,78733,2006,11,3,3,1383377,121348
4726,78733,2006,12,5,0,1535276,0
4727,78733,2007,1,2,0,558402,0
4728,78733,2007,2,0,2,0,625000
4729,78733,2007,4,7,1,1947774,100000
4730,78733,2007,5,10,3,2168134,18100
4731,78733,2007,7,2,1,443960,15000
4732,78733,2007,8,2,0,189230,0
4733,78733,2007,9,2,0,271330,0
4734,78733,2007,11,1,1,75000,5000
4735,78733,2007,12,3,4,742128,736031
4736,78733,2008,1,2,0,575321,0
4737,78733,2008,2,1,1,260323,10000
4738,78733,2008,3,5,0,1303000,0
4739,78733,2008,4,8,0,2047285,0
4740,78733,2008,5,4,2,917662,5500
4741,78733,2008,6,4,0,1079921,0
4742,78733,2008,7,2,1,319000,390000
4743,78733,2008,8,4,1,1402490,5000
4744,78733,2008,10,0,3,0,10000
4745,78733,2008,12,1,0,320000,0
4746,78733,2009,2,1,0,232698,0
4747,78733,2009,3,0,1,0,0
4748,78733,2009,4,2,1,1250000,43305
4749,78733,2009,5,1,1,320000,103560
4750,78733,2009,6,3,1,763216,775
4751,78733,2009,7,3,1,2306000,60000
4752,78733,2009,8,1,0,18000,0
4753,78733,2009,9,4,0,711224,0
4754,78733,2009,10,1,6,41500,232319
4755,78733,2009,11,3,5,661421,341000
4756,78733,2009,12,3,0,596548,0
4757,78733,2010,1,5,2,3272989,606080
4758,78733,2010,2,3,0,540744,0
4759,78733,2010,3,2,3,1097000,12223
4760,78733,2010,4,2,0,255884,0
4761,78733,2010,5,4,0,706360,0
4762,78733,2010,7,2,3,245704,139200
4763,78733,2010,8,0,1,0,245000
4764,78733,2010,9,0,1,0,80000
4765,78733,2010,10,5,0,1086908,0
4766,78733,2010,11,2,1,50000,150
4767,78733,2010,12,1,0,173764,0
4768,78733,2011,1,0,1,0,70000
4769,78733,2011,2,2,2,470984,46800
4770,78733,2011,3,2,3,775704,157500
4771,78733,2011,4,1,2,251106,324264
4772,78733,2011,5,2,1,221187,6001
4773,78733,2011,6,3,0,607338,0
4774,78733,2011,7,2,1,581604,0
4775,78733,2011,8,0,1,0,44000
4776,78733,2011,9,1,1,70000,3400
4777,78733,2011,11,1,1,95812,900
4778,78733,2012,3,1,0,178000,0
4779,78733,2012,4,1,3,17500,315000
4780,78733,2012,6,0,2,0,30000
4781,78733,2012,7,0,1,0,5000
4782,78733,2012,8,0,1,0,75700
4783,78733,2012,9,2,0,40100,0
4784,78733,2012,11,0,1,0,0
4785,78733,2012,12,0,1,0,800
4786,78733,2013,4,5,0,2387600,0
4787,78733,2013,5,2,0,1089800,0
4788,78733,2013,6,1,0,60000,0
4789,78733,2013,9,0,1,0,8475
4790,78733,2013,10,2,1,17747,10000
4791,78733,2013,11,0,1,0,3356
4792,78733,2013,12,0,2,0,28834
4793,78733,2014,1,3,0,155000,0
4794,78733,2014,2,3,2,93000,189000
4795,78733,2014,5,0,1,0,50000
4796,78733,2014,6,1,0,323000,0
4797,78733,2014,7,1,2,472000,11680
4798,78733,2014,8,1,3,200000,54825
4799,78733,2014,10,0,2,0,37000
4800,78733,2015,2,2,3,950000,105000
4801,78733,2015,4,2,2,240000,43000
4802,78733,2015,5,0,1,0,20000
4803,78733,2015,7,1,1,980000,25000
4804,78733,2015,10,0,1,0,1000
4805,78733,2015,11,0,1,0,30000
4806,78733,2015,12,1,0,50000,0
4807,78733,2016,1,0,4,0,419940
4808,78733,2016,2,1,0,100000,0
4809,78733,2016,3,5,1,539500,4433500
4810,78733,2016,4,1,2,200000,1424762
4811,78733,2016,5,0,1,0,30000
4812,78733,2016,6,0,7,0,405860
4813,78733,2016,7,0,1,0,16710
4814,78733,2016,8,1,1,75000,20000
4815,78733,2016,9,2,1,1000000,100000
4816,78733,2016,10,1,1,20000,20000
4817,78733,2016,11,4,0,2320000,0
4818,78733,2016,12,7,0,7370002,0
4819,78733,2017,1,0,3,0,929000
4820,78733,2017,3,0,2,0,75000
4821,78733,2017,4,0,1,0,58300
4822,78733,2017,5,0,1,0,1000
4823,78733,2017,7,0,2,0,162500
4824,78733,2017,8,2,0,134380,0
4825,78733,2017,9,0,1,0,4000
4826,78733,2017,10,0,1,0,1000
4827,78733,2017,11,1,2,596000,1015000
4828,78733,2017,12,1,0,135000,0
4829,78733,2018,2,1,0,60000,0
4830,78733,2018,3,0,1,0,4000
4831,78733,2018,4,1,0,315000,0
4832,78733,2018,5,0,1,0,20000
4833,78734,1996,3,1,0,150000,0
4834,78734,1996,10,1,0,120000,0
4835,78734,1997,1,1,0,160000,0
4836,78734,1997,7,1,1,203319,0
4837,78734,1997,10,0,1,0,1200
4838,78734,1997,12,1,0,165000,0
4839,78734,1998,3,1,0,55000,0
4840,78734,1998,5,0,1,0,0
4841,78734,1998,6,1,0,225000,0
4842,78734,1998,7,1,0,95000,0
4843,78734,1998,11,0,1,0,0
4844,78734,1999,1,1,1,200000,0
4845,78734,1999,2,0,1,0,35800
4846,78734,1999,3,0,1,0,149506
4847,78734,1999,6,1,0,170000,0
4848,78734,1999,7,0,1,0,0
4849,78734,1999,9,1,0,25500,0
4850,78734,2000,3,0,1,0,9900
4851,78734,2000,4,1,0,75000,0
4852,78734,2000,7,1,0,35000,0
4853,78734,2000,8,0,1,0,4000
4854,78734,2000,10,0,1,0,0
4855,78734,2000,11,1,0,200000,0
4856,78734,2001,2,1,0,125000,0
4857,78734,2001,3,0,3,0,20000
4858,78734,2001,6,0,1,0,0
4859,78734,2001,9,0,1,0,165000
4860,78734,2002,1,0,1,0,40000
4861,78734,2002,2,0,1,0,8000
4862,78734,2002,3,0,1,0,0
4863,78734,2002,5,1,1,175000,500
4864,78734,2002,8,0,1,0,0
4865,78734,2003,1,0,1,0,0
4866,78734,2003,3,1,0,109780,0
4867,78734,2004,3,0,1,0,3000
4868,78734,2004,4,1,1,268000,700
4869,78734,2004,5,1,0,0,0
4870,78734,2004,9,1,0,0,0
4871,78734,2004,11,0,1,0,98000
4872,78734,2005,5,1,0,953000,0
4873,78734,2005,6,0,1,0,230000
4874,78734,2005,10,0,1,0,0
4875,78734,2005,12,0,1,0,220000
4876,78734,2006,4,1,0,281000,0
4877,78734,2006,6,0,2,0,29000
4878,78734,2006,7,0,1,0,800
4879,78734,2006,8,0,2,0,52000
4880,78734,2006,9,3,0,150000,0
4881,78734,2007,1,3,0,860000,0
4882,78734,2007,3,1,0,290000,0
4883,78734,2007,9,0,2,0,100023
4884,78734,2007,11,1,0,281000,0
4885,78734,2008,7,1,0,400,0
4886,78734,2009,7,0,1,0,0
4887,78734,2009,10,0,1,0,500
4888,78734,2010,1,1,0,1540000,0
4889,78734,2010,5,1,0,108000,0
4890,78734,2010,8,3,0,162880,0
4891,78734,2010,9,1,0,10000,0
4892,78734,2010,11,1,0,10000,0
4893,78734,2010,12,1,1,60000,87000
4894,78734,2011,1,1,4,20000,18000
4895,78734,2011,2,1,0,20000,0
4896,78734,2011,3,1,0,210000,0
4897,78734,2011,5,0,1,0,0
4898,78734,2011,6,1,0,517295,0
4899,78734,2011,7,1,0,80000,0
4900,78734,2011,9,0,1,0,28000
4901,78734,2011,10,0,1,0,1045000
4902,78734,2011,11,1,0,85000,0
4903,78734,2011,12,1,0,188500,0
4904,78734,2012,2,2,2,32800,34500
4905,78734,2012,3,1,1,45000,5000
4906,78734,2012,6,0,1,0,0
4907,78734,2012,7,1,0,35000,0
4908,78734,2012,8,0,1,0,6000
4909,78734,2012,12,0,3,0,188046
4910,78734,2013,4,0,1,0,25000
4911,78734,2013,6,1,0,440000,0
4912,78734,2013,7,1,2,200000,95800
4913,78734,2013,8,3,0,1480000,0
4914,78734,2013,9,0,1,0,129006
4915,78734,2013,10,0,1,0,150000
4916,78734,2013,11,0,1,0,5000
4917,78734,2014,1,0,2,0,500000
4918,78734,2014,2,3,0,280000,0
4919,78734,2014,4,1,0,10000,0
4920,78734,2014,7,2,0,670000,0
4921,78734,2014,8,1,0,85000,0
4922,78734,2014,9,1,0,100000,0
4923,78734,2014,12,2,0,617000,0
4924,78734,2015,1,2,0,180000,0
4925,78734,2015,2,2,0,390000,0
4926,78734,2015,7,2,0,125000,0
4927,78734,2015,8,2,0,915000,0
4928,78734,2015,9,0,1,0,50000
4929,78734,2015,10,0,1,0,205000
4930,78734,2015,11,1,0,600000,0
4931,78734,2016,2,1,0,63500,0
4932,78734,2016,3,1,0,90000,0
4933,78734,2016,4,0,1,0,5500
4934,78734,2016,8,1,0,65000,0
4935,78734,2016,10,0,1,0,4600
4936,78734,2017,4,1,0,45000,0
4937,78734,2017,6,0,1,0,15000
4938,78734,2017,7,0,1,0,8000
4939,78734,2017,8,0,1,0,60000
4940,78734,2017,12,1,0,812000,0
4941,78735,1996,1,3,0,367865,0
4942,78735,1996,2,9,1,1288833,3000
4943,78735,1996,3,20,0,2510132,0
4944,78735,1996,4,16,0,1744171,0
4945,78735,1996,5,15,0,1885742,0
4946,78735,1996,6,31,1,4409134,5100
4947,78735,1996,7,25,3,3114096,6200
4948,78735,1996,8,31,2,3876175,3250
4949,78735,1996,9,9,5,990308,3100
4950,78735,1996,10,25,3,3474815,36200
4951,78735,1996,11,10,1,1429523,2000
4952,78735,1996,12,26,2,1250920,8955
4953,78735,1997,1,14,4,1542884,9000
4954,78735,1997,2,15,7,1900605,190044
4955,78735,1997,3,22,2,3100897,6500
4956,78735,1997,4,27,2,3260971,9300
4957,78735,1997,5,18,2,2001400,2850
4958,78735,1997,6,17,2,1845952,15400
4959,78735,1997,7,17,1,2379529,0
4960,78735,1997,8,20,1,2118790,30000
4961,78735,1997,9,14,3,1504709,24000
4962,78735,1997,10,7,2,871922,5000
4963,78735,1997,11,8,1,987344,43355
4964,78735,1997,12,6,1,636283,2500
4965,78735,1998,1,11,1,1033827,600
4966,78735,1998,2,15,2,1651444,20500
4967,78735,1998,3,34,6,4191450,27700
4968,78735,1998,4,46,2,4527756,3000
4969,78735,1998,5,19,1,2401302,8950
4970,78735,1998,6,22,1,2539281,65000
4971,78735,1998,7,28,1,3288943,4000
4972,78735,1998,8,37,0,5553605,0
4973,78735,1998,9,22,0,2131075,0
4974,78735,1998,10,17,0,1878793,0
4975,78735,1998,11,17,1,1882253,11343
4976,78735,1998,12,16,2,1779419,3000
4977,78735,1999,1,18,0,2262399,0
4978,78735,1999,2,23,0,3763708,0
4979,78735,1999,3,18,1,1796889,500
4980,78735,1999,4,13,0,1495911,0
4981,78735,1999,5,20,3,2147139,23015
4982,78735,1999,6,23,1,2658826,0
4983,78735,1999,7,10,1,1117857,0
4984,78735,1999,8,9,0,1176845,0
4985,78735,1999,9,5,0,610100,0
4986,78735,1999,11,2,0,172000,0
4987,78735,1999,12,3,1,258000,0
4988,78735,2000,1,9,0,893452,0
4989,78735,2000,2,0,1,0,2775
4990,78735,2000,3,14,3,1533194,7450
4991,78735,2000,4,24,0,3095264,0
4992,78735,2000,5,3,0,348171,0
4993,78735,2000,6,0,1,0,10000
4994,78735,2000,7,15,0,2065289,0
4995,78735,2000,8,1,0,139700,0
4996,78735,2000,11,0,1,0,30000
4997,78735,2000,12,0,1,0,4800
4998,78735,2001,1,1,0,75000,0
4999,78735,2001,2,1,0,265000,0
5000,78735,2001,3,1,1,47500,0
5001,78735,2001,4,2,1,555000,125000
5002,78735,2001,5,3,1,815000,11000
5003,78735,2001,7,1,0,285000,0
5004,78735,2001,8,3,0,825000,0
5005,78735,2001,9,1,1,280000,30800
5006,78735,2001,10,1,0,2000,0
5007,78735,2001,11,1,0,280000,0
5008,78735,2001,12,1,0,161173,0
5009,78735,2002,1,3,0,409951,0
5010,78735,2002,2,0,2,0,42000
5011,78735,2002,3,1,1,163440,145000
5012,78735,2002,4,14,0,1692890,0
5013,78735,2002,5,9,1,1437785,30000
5014,78735,2002,6,9,0,1597381,0
5015,78735,2002,7,2,1,292691,5000
5016,78735,2002,8,7,1,1114457,49590
5017,78735,2002,9,7,1,1366937,2000
5018,78735,2002,10,5,0,982493,0
5019,78735,2002,11,4,2,1535880,57500
5020,78735,2002,12,1,0,157130,0
5021,78735,2003,1,8,0,2094863,0
5022,78735,2003,2,5,0,507620,0
5023,78735,2003,3,14,7,3210917,53140
5024,78735,2003,4,3,1,552725,15000
5025,78735,2003,5,8,1,1593838,0
5026,78735,2003,6,14,6,4430151,185188
5027,78735,2003,7,13,1,2452132,500
5028,78735,2003,8,2,4,720884,42930
5029,78735,2003,9,5,1,2072657,20000
5030,78735,2003,10,8,1,1060350,8200
5031,78735,2003,11,7,0,1638942,0
5032,78735,2003,12,6,9,1056977,194828
5033,78735,2004,1,9,1,1347552,40000
5034,78735,2004,2,6,1,2377845,0
5035,78735,2004,3,6,1,1137442,6500
5036,78735,2004,4,16,0,2903578,0
5037,78735,2004,5,10,1,1057385,500
5038,78735,2004,6,10,0,3003835,0
5039,78735,2004,7,3,3,1775704,12150
5040,78735,2004,8,7,0,2123280,0
5041,78735,2004,9,9,3,2775845,126000
5042,78735,2004,10,6,2,1604930,8800
5043,78735,2004,11,7,0,1555204,0
5044,78735,2004,12,11,2,1484939,30500
5045,78735,2005,1,10,1,8049655,40000
5046,78735,2005,2,15,2,4360728,76250
5047,78735,2005,3,7,2,2884746,86900
5048,78735,2005,4,16,3,3469025,62300
5049,78735,2005,5,16,0,2127525,0
5050,78735,2005,6,28,2,4575115,119637
5051,78735,2005,7,5,2,1433015,70000
5052,78735,2005,8,6,0,2247135,0
5053,78735,2005,9,13,1,4748540,15547
5054,78735,2005,10,7,0,3084784,0
5055,78735,2005,11,15,3,4429220,5900
5056,78735,2005,12,15,1,3085822,3000
5057,78735,2006,1,11,0,1483654,0
5058,78735,2006,2,2,0,1408194,0
5059,78735,2006,3,25,5,3861894,5400
5060,78735,2006,4,18,10,4882198,850
5061,78735,2006,5,17,10,3906113,106295
5062,78735,2006,6,23,4,6495479,29102
5063,78735,2006,7,1,2,156466,35179
5064,78735,2006,8,9,1,2601497,7160
5065,78735,2006,9,11,2,2802430,41585
5066,78735,2006,10,13,2,2054452,15000
5067,78735,2006,11,8,1,2804223,28470
5068,78735,2006,12,10,0,1580424,0
5069,78735,2007,1,8,1,1394055,4500
5070,78735,2007,2,5,0,737946,0
5071,78735,2007,3,8,1,2162156,0
5072,78735,2007,4,9,3,3760431,14000
5073,78735,2007,5,5,2,2255527,30900
5074,78735,2007,6,7,2,1220983,32800
5075,78735,2007,7,14,1,1973516,4000
5076,78735,2007,8,3,0,487135,0
5077,78735,2007,9,12,1,1980839,41680
5078,78735,2007,10,6,3,748743,32000
5079,78735,2007,11,5,3,570496,101840
5080,78735,2007,12,2,0,401279,0
5081,78735,2008,1,10,2,1818462,109462
5082,78735,2008,2,6,0,753397,0
5083,78735,2008,3,2,0,200000,0
5084,78735,2008,4,6,3,843071,96500
5085,78735,2008,5,12,3,1919418,32623
5086,78735,2008,6,6,1,941653,5500
5087,78735,2008,7,3,3,360000,18117
5088,78735,2008,8,3,2,319852,182582
5089,78735,2008,9,2,0,330000,0
5090,78735,2008,10,5,3,597953,37900
5091,78735,2008,11,1,0,32000,0
5092,78735,2008,12,2,1,238735,0
5093,78735,2009,1,4,4,558350,20729
5094,78735,2009,2,3,1,374200,5000
5095,78735,2009,3,3,2,464318,82000
5096,78735,2009,4,1,0,129555,0
5097,78735,2009,5,4,4,452163,176239
5098,78735,2009,6,1,5,42000,36450
5099,78735,2009,7,9,5,2137251,44408
5100,78735,2009,8,1,2,124240,33350
5101,78735,2009,9,1,5,30000,50460
5102,78735,2009,10,1,4,124240,18798
5103,78735,2009,11,4,2,241930,48810
5104,78735,2009,12,1,1,159640,0
5105,78735,2010,1,1,2,55000,32395
5106,78735,2010,2,4,4,431865,148000
5107,78735,2010,3,6,6,809240,169275
5108,78735,2010,4,9,6,1016040,115306
5109,78735,2010,5,1,2,90000,9500
5110,78735,2010,6,5,2,409550,20000
5111,78735,2010,7,11,2,902115,11900
5112,78735,2010,8,8,4,411222,88245
5113,78735,2010,9,4,4,516380,57100
5114,78735,2010,10,2,5,68143,25056
5115,78735,2010,11,2,6,64650,69674
5116,78735,2010,12,4,4,245415,27504
5117,78735,2011,1,2,6,107450,187928
5118,78735,2011,2,1,5,50000,369250
5119,78735,2011,3,13,5,870360,59360
