,OriginalZip,CalendarYearIssued,Issuedmonth,NewConstructionsCount,RemodelRepairsCount,NewConstructionDollarValue,RemodelRepairDollarValue
2568,78723,1997,9,0,1,0,800
2569,78723,1997,10,1,0,55000,0
2570,78723,1997,11,0,2,0,39500
2571,78723,1997,12,1,0,60000,0
2572,78723,1998,1,3,5,225000,38770
2573,78723,1998,2,2,3,90000,8270
2574,78723,1998,3,3,1,180000,0
2575,78723,1998,4,4,4,232000,19819
2576,78723,1998,5,1,1,48000,1450
2577,78723,1998,6,3,1,190000,48000
2578,78723,1998,7,3,0,200000,0
2579,78723,1998,8,2,0,150000,0
2580,78723,1998,9,1,2,5000,35400
2581,78723,1998,10,0,2,0,54600
2582,78723,1998,11,2,1,128000,62000
2583,78723,1998,12,1,3,60000,8501
2584,78723,1999,2,4,2,240000,10858
2585,78723,1999,3,0,1,0,17800
2586,78723,1999,4,0,1,0,15000
2587,78723,1999,5,1,0,4432,0
2588,78723,1999,6,2,1,120000,800
2589,78723,1999,7,1,2,1000,36400
2590,78723,1999,8,1,2,50000,8601
2591,78723,1999,9,0,8,0,300
2592,78723,1999,10,1,0,50000,0
2593,78723,1999,11,2,2,123000,49400
2594,78723,1999,12,0,3,0,23564
2595,78723,2000,1,3,3,140250,83800
2596,78723,2000,2,1,0,70000,0
2597,78723,2000,3,2,1,139450,600
2598,78723,2000,4,0,1,0,150000
2599,78723,2000,6,0,3,0,49550
2600,78723,2000,7,1,1,60000,40000
2601,78723,2000,8,1,2,55000,68750
2602,78723,2000,9,0,1,0,21000
2603,78723,2000,10,0,2,0,15000
2604,78723,2000,11,0,1,0,0
2605,78723,2000,12,0,3,0,46000
2606,78723,2001,1,0,4,0,47200
2607,78723,2001,2,0,2,0,44920
2608,78723,2001,3,0,1,0,200
2609,78723,2001,4,1,2,65000,42000
2610,78723,2001,5,1,3,106000,19000
2611,78723,2001,6,0,3,0,22650
2612,78723,2001,7,2,1,160000,25000
2613,78723,2001,8,0,3,0,23200
2614,78723,2001,9,0,2,0,81000
2615,78723,2001,10,1,0,95000,0
2616,78723,2001,11,1,2,65000,70600
2617,78723,2001,12,0,1,0,9000
2618,78723,2002,1,1,3,85500,23665
2619,78723,2002,2,4,3,690000,62000
2620,78723,2002,3,1,2,55000,3123
2621,78723,2002,4,0,7,0,54883
2622,78723,2002,5,1,3,73500,145200
2623,78723,2002,6,0,5,0,87830
2624,78723,2002,7,2,2,56250,5265
2625,78723,2002,8,0,2,0,35350
2626,78723,2002,9,1,1,69160,300
2627,78723,2002,10,1,3,120000,55137
2628,78723,2002,11,0,3,0,32250
2629,78723,2002,12,4,3,314314,20400
2630,78723,2003,1,1,3,115000,85475
2631,78723,2003,2,0,1,0,24400
2632,78723,2003,3,1,2,125000,6000
2633,78723,2003,4,8,3,730000,82800
2634,78723,2003,5,1,1,26000,3900
2635,78723,2003,6,0,2,0,32110
2636,78723,2003,7,1,2,125000,47000
2637,78723,2003,8,3,1,388700,7000
2638,78723,2003,9,4,1,347900,5300
2639,78723,2003,10,5,5,628000,40400
2640,78723,2003,11,3,2,360000,36220
2641,78723,2003,12,1,1,100000,3000
2642,78723,2004,1,2,0,279000,0
2643,78723,2004,2,3,3,309900,10800
2644,78723,2004,3,4,5,204000,70944
2645,78723,2004,4,2,2,240000,0
2646,78723,2004,5,1,1,120000,34110
2647,78723,2004,6,1,0,150000,0
2648,78723,2004,7,2,0,220000,0
2649,78723,2004,8,1,2,145000,56000
2650,78723,2004,9,1,1,14000,0
2651,78723,2004,10,1,0,75000,0
2652,78723,2004,11,1,3,92300,56894
2653,78723,2004,12,3,1,341000,31000
2654,78723,2005,1,4,2,585000,56272
2655,78723,2005,2,3,4,360000,55200
2656,78723,2005,3,0,2,0,5700
2657,78723,2005,4,0,5,0,103894
2658,78723,2005,6,1,2,150000,1800
2659,78723,2005,7,3,1,300000,25000
2660,78723,2005,8,0,1,0,0
2661,78723,2005,9,0,3,0,68813
2662,78723,2005,10,2,2,335268,8700
2663,78723,2005,11,0,2,0,42100
2664,78723,2005,12,0,5,0,101496
2665,78723,2006,1,1,2,90000,25000
2666,78723,2006,2,1,2,15800,24200
2667,78723,2006,3,1,3,475000,8960
2668,78723,2006,4,0,3,0,29800
2669,78723,2006,5,0,3,0,30300
2670,78723,2006,6,0,3,0,157500
2671,78723,2006,7,1,4,100000,57000
2672,78723,2006,8,0,1,0,0
2673,78723,2006,9,26,3,1820000,193000
2674,78723,2006,10,25,2,1739715,11000
2675,78723,2006,11,28,4,1960000,65700
2676,78723,2006,12,10,3,1121680,52600
2677,78723,2007,1,5,1,350000,12300
2678,78723,2007,2,23,3,1610000,27850
2679,78723,2007,3,5,5,546850,130800
2680,78723,2007,4,12,6,725000,78523
2681,78723,2007,5,22,4,1670000,106000
2682,78723,2007,6,3,3,210000,25640
2683,78723,2007,7,31,9,4321300,159981
2684,78723,2007,8,44,6,7190650,66300
2685,78723,2007,9,21,6,3218098,52470
2686,78723,2007,10,41,4,5243317,77815
2687,78723,2007,11,27,7,3841559,195389
2688,78723,2007,12,55,5,5907798,62121
2689,78723,2008,1,4,9,686980,136948
2690,78723,2008,2,23,4,2987750,152810
2691,78723,2008,3,14,5,1557470,28400
2692,78723,2008,4,21,7,2757462,84531
2693,78723,2008,5,60,7,5694307,272550
2694,78723,2008,6,44,10,4751267,41149
2695,78723,2008,7,46,9,5184608,81567
2696,78723,2008,8,37,7,4822211,216917
2697,78723,2008,9,16,9,2082590,145557
2698,78723,2008,10,9,8,1560363,205758
2699,78723,2008,11,10,9,1290700,114695
2700,78723,2008,12,9,8,1103649,66033
2701,78723,2009,1,25,10,3528565,101468
2702,78723,2009,2,9,8,718990,48650
2703,78723,2009,3,19,15,1935880,113990
2704,78723,2009,4,4,7,409172,27450
2705,78723,2009,5,15,10,2135760,69063
2706,78723,2009,6,15,16,1848539,199947
2707,78723,2009,7,18,11,1706346,62570
2708,78723,2009,8,10,12,1287460,152006
2709,78723,2009,9,6,9,814765,70005
2710,78723,2009,10,14,6,1829010,70525
2711,78723,2009,11,2,10,204003,125511
2712,78723,2009,12,4,10,441490,118710
2713,78723,2010,1,11,12,1677659,148996
2714,78723,2010,2,7,8,998385,85140
2715,78723,2010,3,8,17,1164001,139118
2716,78723,2010,4,7,14,788140,115271
2717,78723,2010,5,5,5,239016,16800
2718,78723,2010,6,4,12,834298,98517
2719,78723,2010,7,2,14,17500,145766
2720,78723,2010,8,1,13,295000,56590
2721,78723,2010,9,0,11,0,58468
2722,78723,2010,10,0,22,0,217152
2723,78723,2010,11,5,14,550092,97614
2724,78723,2010,12,7,8,921482,46991
2725,78723,2011,1,6,10,837522,43179
2726,78723,2011,2,6,10,842805,174300
2727,78723,2011,3,6,31,852031,192095
2728,78723,2011,4,10,21,2621475,213900
2729,78723,2011,5,2,12,710000,41079
2730,78723,2011,6,5,13,606114,77322
2731,78723,2011,7,3,15,372736,206484
2732,78723,2011,8,9,21,1861581,235713
2733,78723,2011,9,4,19,822864,93624
2734,78723,2011,10,0,17,0,80297
2735,78723,2011,11,0,21,0,177432
2736,78723,2011,12,4,14,698950,123258
2737,78723,2012,1,1,14,316155,214682
2738,78723,2012,2,1,15,495000,109857
2739,78723,2012,3,0,19,0,122789
2740,78723,2012,4,0,12,0,197274
2741,78723,2012,5,5,18,156692,226630
2742,78723,2012,6,1,16,110000,127668
2743,78723,2012,7,6,26,703762,244352
2744,78723,2012,8,13,16,3277137,197210
2745,78723,2012,9,22,21,2555197,356716
2746,78723,2012,10,30,21,5179683,159003
2747,78723,2012,11,5,9,374336,72350
2748,78723,2012,12,5,13,1120050,174382
2749,78723,2013,1,13,22,2662180,206500
2750,78723,2013,2,4,12,1021814,141655
2751,78723,2013,3,26,16,4624429,205468
2752,78723,2013,4,6,26,1037828,294365
2753,78723,2013,5,15,18,2019870,186432
2754,78723,2013,6,14,21,2553903,315929
2755,78723,2013,7,5,24,803775,218555
2756,78723,2013,8,26,25,4917373,315515
2757,78723,2013,9,26,17,3166705,379441
2758,78723,2013,10,2,25,465000,237392
2759,78723,2013,11,0,16,0,174730
2760,78723,2013,12,7,14,2281169,149241
2761,78723,2014,1,4,24,1022077,598996
2762,78723,2014,2,24,16,3859941,206988
2763,78723,2014,3,11,22,2271876,216949
2764,78723,2014,4,2,23,90500,349786
2765,78723,2014,5,24,25,4443898,410194
2766,78723,2014,6,8,18,1264602,351686
2767,78723,2014,7,10,16,3240576,165105
2768,78723,2014,8,11,28,2527470,352942
2769,78723,2014,9,12,28,3276275,368300
2770,78723,2014,10,19,16,4052445,303895
2771,78723,2014,11,12,24,2379096,307931
2772,78723,2014,12,20,11,5415548,200055
2773,78723,2015,1,18,30,4116719,327971
2774,78723,2015,2,11,27,3064880,325375
2775,78723,2015,3,16,22,4390473,425574
2776,78723,2015,4,36,18,8530808,247023
2777,78723,2015,5,37,16,7294822,311021
2778,78723,2015,6,13,17,3270837,378304
2779,78723,2015,7,19,37,3967340,267004
2780,78723,2015,8,9,27,1450831,255194
2781,78723,2015,9,7,31,1433851,284942
2782,78723,2015,10,0,31,0,543650
2783,78723,2015,11,33,15,5694205,384030
2784,78723,2015,12,21,18,3627225,267786
2785,78723,2016,1,17,27,3493238,476895
2786,78723,2016,2,2,29,403736,437337
2787,78723,2016,3,17,25,2755400,324956
2788,78723,2016,4,25,16,6885066,175699
2789,78723,2016,5,7,13,2873703,231832
2790,78723,2016,6,12,26,3234000,416297
2791,78723,2016,7,16,16,3471547,172210
2792,78723,2016,8,45,28,9592465,671360
2793,78723,2016,9,21,21,5732566,220157
2794,78723,2016,10,47,17,8141092,405686
2795,78723,2016,11,15,17,2943075,477930
2796,78723,2016,12,3,27,1000000,586602
2797,78723,2017,1,17,22,4930880,502082
2798,78723,2017,2,27,19,6674052,501625
2799,78723,2017,3,46,26,11843717,561259
2800,78723,2017,4,28,23,5409303,648648
2801,78723,2017,5,31,25,4533798,361469
2802,78723,2017,6,30,22,6755961,309482
2803,78723,2017,7,15,12,3814649,186077
2804,78723,2017,8,21,30,4644058,604999
2805,78723,2017,9,23,19,4362300,357184
2806,78723,2017,10,20,15,2550550,182601
2807,78723,2017,11,27,13,4776905,165248
2808,78723,2017,12,6,26,1672367,422350
2809,78723,2018,1,2,33,392275,597021
2810,78723,2018,2,16,41,2665223,638269
2811,78723,2018,3,19,45,2612600,694639
2812,78723,2018,4,35,29,6930518,382379
2813,78723,2018,5,13,24,2835545,472752
2814,78724,1996,1,1,1,20000,500
2815,78724,1996,2,16,2,904351,80000
2816,78724,1996,3,8,2,392154,200
2817,78724,1996,4,0,4,0,30000
2818,78724,1996,5,10,1,512096,14500
2819,78724,1996,6,0,1,0,44450
2820,78724,1996,7,1,1,55000,200
2821,78724,1996,8,8,0,425207,0
2822,78724,1996,9,1,0,57000,0
2823,78724,1996,10,11,1,603372,200
2824,78724,1996,11,8,0,374000,0
2825,78724,1996,12,9,7,466000,140000
2826,78724,1997,1,0,34,0,680000
2827,78724,1997,2,0,33,0,637500
2828,78724,1997,3,0,1,0,1800
2829,78724,1997,4,0,1,0,6700
2830,78724,1997,6,0,1,0,8600
2831,78724,1997,10,0,1,0,9500
2832,78724,1998,1,0,3,0,5700
2833,78724,1998,2,0,1,0,13975
2834,78724,1998,4,0,11,0,0
2835,78724,1998,5,4,9,280000,157860
2836,78724,1998,6,2,0,140000,0
2837,78724,1998,7,10,0,700000,0
2838,78724,1998,8,3,0,140000,0
2839,78724,1998,9,2,0,86000,0
2840,78724,1998,10,35,0,418100,0
2841,78724,1998,11,2,0,110000,0
2842,78724,1998,12,22,0,1090000,0
2843,78724,1999,1,7,1,365000,20000
2844,78724,1999,2,29,0,1380000,0
2845,78724,1999,3,5,1,250000,131
2846,78724,1999,4,7,1,458000,1000
2847,78724,1999,5,13,2,885000,7500
2848,78724,1999,6,15,0,664800,0
2849,78724,1999,7,13,2,262700,37500
2850,78724,1999,8,6,1,370000,8000
2851,78724,1999,9,7,0,333000,0
2852,78724,1999,10,2,0,140000,0
2853,78724,1999,11,4,0,250000,0
2854,78724,1999,12,4,0,280000,0
2855,78724,2000,1,3,0,210000,0
2856,78724,2000,2,3,0,210000,0
2857,78724,2000,3,7,0,310000,0
2858,78724,2000,4,20,0,1020000,0
2859,78724,2000,5,0,1,0,0
2860,78724,2000,6,14,0,770000,0
2861,78724,2000,7,7,0,426000,0
2862,78724,2000,8,25,0,406000,0
2863,78724,2000,9,7,2,426000,6800
2864,78724,2000,10,7,1,356000,28000
2865,78724,2000,11,9,0,118000,0
2866,78724,2000,12,4,0,280000,0
2867,78724,2001,1,4,0,24000,0
2868,78724,2001,3,3,0,210000,0
2869,78724,2001,4,1,0,206905,0
2870,78724,2001,5,2,0,130000,0
2871,78724,2001,6,1,0,65000,0
2872,78724,2001,8,2,0,130000,0
2873,78724,2001,9,0,2,0,1000
2874,78724,2001,10,2,2,75000,22900
2875,78724,2002,1,1,0,65000,0
2876,78724,2002,2,4,4,287000,1300
2877,78724,2002,5,0,1,0,30000
2878,78724,2002,8,0,1,0,44
2879,78724,2002,9,3,1,375000,2825
2880,78724,2002,10,0,2,0,1000
2881,78724,2002,11,5,2,330000,25228
2882,78724,2003,1,0,1,0,500
2883,78724,2003,2,4,1,281000,1100
2884,78724,2003,3,8,3,621000,4450
2885,78724,2003,4,5,4,452400,0
2886,78724,2003,5,13,1,606925,44500
2887,78724,2003,6,13,0,724775,0
2888,78724,2003,7,7,0,448843,0
2889,78724,2003,8,22,2,991887,1000
2890,78724,2003,9,12,0,832243,0
2891,78724,2003,10,12,0,826657,0
2892,78724,2003,12,11,0,444600,0
2893,78724,2004,1,5,1,399646,15000
2894,78724,2004,2,3,2,216864,26750
2895,78724,2004,3,15,0,932300,0
2896,78724,2004,4,3,1,167000,31500
2897,78724,2004,5,9,1,588670,0
2898,78724,2004,6,17,0,911600,0
2899,78724,2004,7,4,0,183733,0
2900,78724,2004,8,15,0,646334,0
2901,78724,2004,9,44,0,1875652,0
2902,78724,2004,10,6,0,373394,0
2903,78724,2004,11,8,1,548000,1000
2904,78724,2004,12,7,0,516600,0
2905,78724,2005,1,8,0,325000,0
2906,78724,2005,2,4,0,309674,0
2907,78724,2005,3,1,0,40000,0
2908,78724,2005,4,2,1,69000,0
2909,78724,2005,5,4,1,355350,0
2910,78724,2005,6,2,2,117000,2000
2911,78724,2005,7,0,21,0,0
2912,78724,2005,8,0,1,0,350
2913,78724,2005,9,15,0,909900,0
2914,78724,2005,10,2,2,186000,5450
2915,78724,2005,11,16,1,1295195,100
2916,78724,2005,12,3,1,334700,30000
2917,78724,2006,1,15,3,1939110,0
2918,78724,2006,2,4,1,572000,0
2919,78724,2006,3,6,2,477503,0
2920,78724,2006,4,8,0,979180,0
2921,78724,2006,5,17,2,2153705,25500
2922,78724,2006,6,7,1,767690,3200
2923,78724,2006,7,3,2,394634,0
2924,78724,2006,8,29,6,3472374,0
2925,78724,2006,9,10,2,1140830,0
2926,78724,2006,10,11,0,1307330,0
2927,78724,2006,11,4,2,312970,0
2928,78724,2006,12,10,0,1124110,0
2929,78724,2007,1,12,1,1261010,0
2930,78724,2007,2,3,0,338470,0
2931,78724,2007,3,9,0,1144390,0
2932,78724,2007,4,12,0,1327880,0
2933,78724,2007,5,9,0,896720,0
2934,78724,2007,6,28,1,3348606,2375
2935,78724,2007,7,9,0,1198630,0
2936,78724,2007,8,14,2,1833040,30000
2937,78724,2007,9,14,1,1513600,2000
2938,78724,2007,10,12,1,1439490,2000
2939,78724,2007,11,7,2,865180,22150
2940,78724,2007,12,8,0,982840,0
2941,78724,2008,1,6,1,757030,100
2942,78724,2008,2,18,1,1888675,16000
2943,78724,2008,3,14,1,1771720,3500
2944,78724,2008,4,14,2,1653810,15427
2945,78724,2008,5,12,1,1351110,350
2946,78724,2008,6,7,1,612170,20000
2947,78724,2008,7,8,0,293170,0
2948,78724,2008,8,3,1,350970,9860
2949,78724,2008,9,7,0,574300,0
2950,78724,2008,10,20,0,1986471,0
2951,78724,2008,11,9,4,309770,77000
2952,78724,2008,12,9,2,442480,7000
2953,78724,2009,1,6,1,386510,1633
2954,78724,2009,2,13,0,950550,0
2955,78724,2009,3,11,4,604230,33131
2956,78724,2009,4,12,2,1241400,10900
2957,78724,2009,5,9,2,448210,7736
2958,78724,2009,6,8,2,300570,17900
2959,78724,2009,7,18,2,1631630,6572
2960,78724,2009,8,8,1,808760,17000
2961,78724,2009,9,13,2,1313820,14375
2962,78724,2009,10,4,0,439360,0
2963,78724,2009,11,4,2,643450,36600
2964,78724,2009,12,2,0,272740,0
2965,78724,2010,2,2,2,125924,10900
2966,78724,2010,3,10,1,1552910,8000
2967,78724,2010,4,4,2,267720,10700
2968,78724,2010,5,3,2,218980,13800
2969,78724,2010,6,6,1,310370,3341
2970,78724,2010,7,3,2,306470,26075
2971,78724,2010,8,5,1,377580,4235
2972,78724,2010,9,0,3,0,7000
2973,78724,2010,10,2,5,205480,17200
2974,78724,2010,11,5,3,633710,11281
2975,78724,2010,12,2,7,198730,56289
2976,78724,2011,1,3,4,381230,11326
2977,78724,2011,2,2,3,159740,14750
2978,78724,2011,3,7,2,527950,14906
2979,78724,2011,4,10,3,863910,9353
2980,78724,2011,5,11,2,978210,12700
2981,78724,2011,6,6,4,610450,24450
2982,78724,2011,7,1,10,98490,48500
2983,78724,2011,8,6,0,447220,0
2984,78724,2011,9,4,0,306480,0
2985,78724,2011,10,6,3,385470,39000
2986,78724,2011,11,4,4,259990,21300
2987,78724,2011,12,9,2,686950,6500
2988,78724,2012,1,1,3,102990,15745
2989,78724,2012,2,4,1,318960,250
2990,78724,2012,3,4,4,303960,29100
2991,78724,2012,4,7,2,500960,5250
2992,78724,2012,5,3,1,249970,500
2993,78724,2012,6,4,3,414970,18435
2994,78724,2012,7,8,3,708920,21800
2995,78724,2012,8,2,4,177980,12875
2996,78724,2012,9,2,3,179980,5200
2997,78724,2012,10,6,4,533893,12105
2998,78724,2012,11,2,5,70990,60000
2999,78724,2012,12,3,2,284970,27770
3000,78724,2013,1,2,1,175980,4900
3001,78724,2013,2,7,1,500970,5000
3002,78724,2013,3,8,1,623950,500
3003,78724,2013,4,6,3,579940,32000
3004,78724,2013,5,19,2,1353370,24400
3005,78724,2013,6,9,3,594990,257593
3006,78724,2013,7,4,3,396960,29900
3007,78724,2013,8,14,2,1320860,2350
3008,78724,2013,9,5,3,486950,4500
3009,78724,2013,10,4,2,410960,2850
3010,78724,2013,11,6,2,612940,12600
3011,78724,2013,12,6,4,593940,46522
3012,78724,2014,1,8,7,748940,27420
3013,78724,2014,2,6,4,561940,6100
3014,78724,2014,3,3,2,314970,1700
3015,78724,2014,4,14,3,1421590,3540
3016,78724,2014,5,11,6,1608890,47095
3017,78724,2014,6,22,8,2424340,20460
3018,78724,2014,7,9,21,926180,27618
3019,78724,2014,8,5,62,458960,75017
3020,78724,2014,9,27,50,3082385,98292
3021,78724,2014,10,0,44,0,73805
3022,78724,2014,11,3,19,255280,3000
3023,78724,2014,12,9,8,1224846,17000
3024,78724,2015,1,7,13,665736,12665
3025,78724,2015,2,4,8,555510,12770
3026,78724,2015,3,10,17,1263363,38692
3027,78724,2015,4,6,10,722940,21500
3028,78724,2015,5,3,11,441970,50051
3029,78724,2015,6,3,19,342866,29497
3030,78724,2015,7,10,6,1055569,4500
3031,78724,2015,8,5,9,786497,29649
3032,78724,2015,9,7,31,847563,73979
3033,78724,2015,10,6,9,864781,25819
3034,78724,2015,11,15,3,2200246,17250
3035,78724,2015,12,6,10,933458,6500
3036,78724,2016,1,2,8,356866,88300
3037,78724,2016,2,3,18,551093,58557
3038,78724,2016,3,6,5,739128,35000
3039,78724,2016,4,3,7,500203,84005
3040,78724,2016,5,2,14,180000,34838
3041,78724,2016,6,8,4,1517800,32900
3042,78724,2016,7,2,12,166404,28622
3043,78724,2016,8,7,5,1207800,20150
3044,78724,2016,9,7,10,1386200,82671
3045,78724,2016,10,1,1,120000,9203
3046,78724,2016,11,0,6,0,70065
3047,78724,2016,12,9,5,1364880,12000
3048,78724,2017,1,7,9,1213390,77968
3049,78724,2017,2,6,16,803550,159536
3050,78724,2017,3,9,23,1274950,177750
3051,78724,2017,4,5,3,690600,31494
3052,78724,2017,5,30,6,4011700,25415
3053,78724,2017,6,43,4,5521824,19750
3054,78724,2017,7,7,4,1325625,67000
3055,78724,2017,8,3,10,441450,32550
3056,78724,2017,9,2,11,219400,43242
3057,78724,2017,10,7,6,1035754,6200
3058,78724,2017,11,0,9,0,52533
3059,78724,2017,12,2,4,152850,19932
3060,78724,2018,1,2,11,367650,138486
3061,78724,2018,2,5,8,758905,44503
3062,78724,2018,3,6,8,1187955,27946
3063,78724,2018,4,7,11,1287575,47890
3064,78724,2018,5,12,17,1680950,70205
3065,78725,1996,5,1,1,2500,200
3066,78725,1996,7,0,1,0,16400
3067,78725,1996,9,0,1,0,7000
3068,78725,1996,12,1,1,57560,0
3069,78725,1997,1,0,1,0,200
3070,78725,1997,11,0,1,0,500
3071,78725,1998,7,1,0,6000,0
3072,78725,1999,9,0,1,0,0
3073,78725,2000,1,1,0,0,0
3074,78725,2000,6,3,0,150000,0
3075,78725,2001,11,0,1,0,14000
3076,78725,2001,12,0,1,0,2500
3077,78725,2002,11,0,2,0,4345
3078,78725,2003,5,0,1,0,500
3079,78725,2003,11,0,1,0,500
3080,78725,2005,1,0,1,0,25000
3081,78725,2006,3,0,1,0,0
3082,78725,2006,8,0,1,0,100
3083,78725,2007,3,0,1,0,21000
3084,78725,2007,11,0,1,0,11000
3085,78725,2009,2,2,0,225000,0
3086,78725,2009,5,2,0,225900,0
3087,78725,2009,6,0,1,0,15500
3088,78725,2009,7,9,0,865115,0
3089,78725,2009,8,2,0,63900,0
3090,78725,2009,9,2,0,282000,0
3091,78725,2009,10,1,0,136900,0
3092,78725,2009,12,1,0,117500,0
3093,78725,2010,1,4,0,496300,0
3094,78725,2010,2,1,1,88900,8025
3095,78725,2010,3,6,0,679400,0
3096,78725,2010,4,1,0,5200,0
3097,78725,2010,5,2,0,292600,0
3098,78725,2010,6,3,0,137230,0
3099,78725,2010,7,1,0,93900,0
3100,78725,2010,8,1,0,124800,0
3101,78725,2010,9,2,0,230400,0
3102,78725,2011,1,2,1,259000,4900
3103,78725,2011,2,2,0,245138,0
3104,78725,2011,3,3,0,359700,0
3105,78725,2011,4,5,0,560800,0
3106,78725,2011,5,1,0,126000,0
3107,78725,2011,6,1,0,115700,0
3108,78725,2011,7,2,2,206400,21550
3109,78725,2011,8,2,0,287000,0
3110,78725,2011,9,4,1,539070,0
3111,78725,2011,11,1,1,122000,250
3112,78725,2011,12,2,1,286000,8000
3113,78725,2012,1,3,0,420175,0
3114,78725,2012,2,4,1,520068,2000
3115,78725,2012,3,5,0,598165,0
3116,78725,2012,4,6,0,751124,0
3117,78725,2012,5,7,0,777854,0
3118,78725,2012,6,3,0,340731,0
3119,78725,2012,7,5,0,667102,0
3120,78725,2012,8,9,1,892505,6471
3121,78725,2012,9,2,1,157099,7000
3122,78725,2012,10,2,1,186141,450
3123,78725,2012,11,2,0,203732,0
3124,78725,2012,12,5,1,467300,6900
3125,78725,2013,5,1,1,29500,8500
3126,78725,2013,7,8,0,1000000,0
3127,78725,2013,8,17,0,1755900,0
3128,78725,2013,9,3,1,331500,4000
3129,78725,2013,10,2,1,205700,1600
3130,78725,2013,11,3,0,307900,0
3131,78725,2013,12,1,0,105900,0
3132,78725,2014,1,4,0,429000,0
3133,78725,2014,2,5,0,556500,0
3134,78725,2014,3,2,0,219500,0
3135,78725,2014,4,5,0,591000,0
3136,78725,2014,5,3,0,357000,0
3137,78725,2014,6,2,0,237200,0
3138,78725,2014,7,2,0,245000,0
3139,78725,2014,8,0,1,0,6810
3140,78725,2014,9,1,0,114000,0
3141,78725,2014,11,2,1,378000,4950
3142,78725,2014,12,0,2,0,7800
3143,78725,2015,1,1,0,200000,0
3144,78725,2015,2,1,0,128000,0
3145,78725,2015,4,2,1,297000,1581
3146,78725,2015,5,3,1,291500,3000
3147,78725,2015,6,9,2,1457000,800
3148,78725,2015,7,0,1,0,3227
3149,78725,2015,8,5,1,944000,2376
3150,78725,2015,9,4,0,687000,0
3151,78725,2015,10,8,0,1461600,0
3152,78725,2015,11,3,1,539988,14650
3153,78725,2015,12,8,3,1677288,26000
3154,78725,2016,1,7,1,1370744,2782
3155,78725,2016,2,4,2,744260,20000
3156,78725,2016,3,3,0,566576,0
3157,78725,2016,4,0,1,0,3200
3158,78725,2016,5,4,1,766000,100
3159,78725,2016,6,1,1,131444,5718
3160,78725,2016,7,5,1,894132,27000
3161,78725,2016,8,9,1,1539656,6500
3162,78725,2016,9,2,4,400180,42052
3163,78725,2016,10,1,2,190196,20000
3164,78725,2016,11,0,3,0,7910
3165,78725,2017,1,0,1,0,300
3166,78725,2017,2,0,2,0,82900
3167,78725,2017,3,0,2,0,34120
3168,78725,2017,4,0,3,0,55933
3169,78725,2017,5,0,1,0,500
3170,78725,2017,7,0,2,0,44900
3171,78725,2017,10,0,1,0,13000
3172,78725,2018,2,1,1,120000,1500
3173,78725,2018,3,1,1,92500,4000
3174,78725,2018,4,0,2,0,54580
3175,78726,1996,1,14,0,2089236,0
3176,78726,1996,2,2,0,282650,0
3177,78726,1996,3,9,0,1218543,0
3178,78726,1996,4,7,0,800368,0
3179,78726,1996,5,6,0,679411,0
3180,78726,1996,6,3,2,379210,3000
3181,78726,1996,7,5,1,644791,2000
3182,78726,1996,8,10,1,1161927,2000
3183,78726,1996,9,1,0,111495,0
3184,78726,1996,10,1,0,127470,0
3185,78726,1996,11,7,0,779547,0
3186,78726,1996,12,3,0,278990,0
3187,78726,1997,1,5,1,486389,112000
3188,78726,1997,2,5,0,809901,0
3189,78726,1997,3,11,1,1611995,38300
3190,78726,1997,4,10,1,1335621,0
3191,78726,1997,5,15,1,1735330,0
3192,78726,1997,6,10,0,1558353,0
3193,78726,1997,7,13,3,2283661,8100
3194,78726,1997,8,6,2,1043260,0
3195,78726,1997,9,7,3,1172361,3000
3196,78726,1997,10,14,1,1021305,2156
3197,78726,1997,11,7,0,1262846,0
3198,78726,1997,12,19,2,2452090,3400
3199,78726,1998,1,7,1,1034128,1600
3200,78726,1998,2,14,0,1983024,0
3201,78726,1998,3,16,0,1940688,0
3202,78726,1998,4,6,7,1209684,26542
3203,78726,1998,5,14,5,1889912,28750
3204,78726,1998,6,16,2,2220982,4800
3205,78726,1998,7,14,2,1843286,4320
3206,78726,1998,8,20,3,4063882,9430
3207,78726,1998,9,10,2,1286099,3000
3208,78726,1998,10,19,1,2954314,1600
3209,78726,1998,11,5,0,563200,0
3210,78726,1998,12,7,5,965962,7975
3211,78726,1999,1,11,2,1976571,3090
3212,78726,1999,2,11,2,1534113,39500
3213,78726,1999,3,17,2,2710293,0
3214,78726,1999,4,9,5,1140645,44600
3215,78726,1999,5,24,3,4100318,2562
3216,78726,1999,6,21,6,3930497,31450
3217,78726,1999,7,12,2,2269900,4800
3218,78726,1999,8,7,2,1201347,181161
3219,78726,1999,9,13,2,2320793,3730
3220,78726,1999,10,8,3,1355047,9370
3221,78726,1999,11,7,1,1117322,2180
3222,78726,1999,12,10,0,1876947,0
3223,78726,2000,1,10,5,2146445,12880
3224,78726,2000,2,12,3,1632174,4800
3225,78726,2000,3,4,5,1080563,0
3226,78726,2000,4,28,0,5710260,0
3227,78726,2000,5,13,5,2593457,19785
3228,78726,2000,6,20,9,4024452,11230
3229,78726,2000,7,24,0,4107342,0
3230,78726,2000,8,12,6,2635703,7900
3231,78726,2000,9,8,2,1813757,5280
3232,78726,2000,10,17,4,3306128,9050
3233,78726,2000,11,3,1,524639,200
3234,78726,2000,12,34,1,6373159,1200
3235,78726,2001,1,17,14,3984452,9870
